\\Yearly HOEP OR Predispatch Report,,,,,,,,
\\Created at 2018-08-30 08:02:56,,,,,,,,
\\For 2005,,,,,,,,
Date,Hour,HOEP,Hour 1 Predispatch,Hour 2 Predispatch,Hour 3 Predispatch,OR 10 Min Sync,OR 10 Min non-sync,OR 30 Min
2005-01-01,1,25.82,36.5,45.18,45,,,
2005-01-01,2,30.82,29.43,31,33.54,,,
2005-01-01,3,39.48,30,32.63,31,,,
2005-01-01,4,26.02,19.38,28,29.56,,,
2005-01-01,5,18.01,19,18.11,20,,,
2005-01-01,6,18.83,18,19.21,19.38,,,
2005-01-01,7,25.52,21,24.07,24.07,,,
2005-01-01,8,27.39,26.68,31.79,30,,,
2005-01-01,9,27.55,27.75,26.68,29.67,,,
2005-01-01,10,26.77,30,30,27.75,,,
2005-01-01,11,26.96,30,30,27.75,,,
2005-01-01,12,29.06,30,30.02,31.79,,,
2005-01-01,13,27.21,34.08,33,33.54,,,
2005-01-01,14,35.06,34,34.17,36,,,
2005-01-01,15,32.21,35.33,35.33,40.08,,,
2005-01-01,16,26.98,47,47,36.99,,,
2005-01-01,17,30.31,59.01,58,50.36,,,
2005-01-01,18,38.57,58,58,58,,,
2005-01-01,19,38.66,51,52,56.52,,,
2005-01-01,20,38.98,67,67,59.03,,,
2005-01-01,21,43.69,68,68,68.91,,,
2005-01-01,22,38.16,61.11,61.53,67.01,,,
2005-01-01,23,34.57,50,50,55.01,,,
2005-01-01,24,30.33,36.14,37,39.19,,,
2005-01-02,1,23.68,30,30,30,,,
2005-01-02,2,15.98,24.07,24.07,24.07,,,
2005-01-02,3,21.29,22.14,20.79,21.31,,,
2005-01-02,4,21.87,22.14,22.14,20,,,
2005-01-02,5,27.44,23.11,20,20,,,
2005-01-02,6,19.47,24,24,21,,,
2005-01-02,7,33.83,30,30,33.54,,,
2005-01-02,8,36.93,49.48,39.74,39.02,,,
2005-01-02,9,49.15,40,40,40,,,
2005-01-02,10,38.52,51,40.17,42.35,,,
2005-01-02,11,36.28,51,46,42.82,,,
2005-01-02,12,47.55,39.33,39.33,48,,,
2005-01-02,13,59.17,46,54.03,50,,,
2005-01-02,14,48.95,39.03,49.68,50,,,
2005-01-02,15,41.69,38.65,46,38.11,,,
2005-01-02,16,36.87,46,45.01,46,,,
2005-01-02,17,37.38,69.05,68.26,59.8,,,
2005-01-02,18,56.49,85.12,81.35,89.43,,,
2005-01-02,19,38.65,58.02,59.02,59.02,,,
2005-01-02,20,38.78,40.23,50,59.19,,,
2005-01-02,21,38.23,41.1,41.32,51,,,
2005-01-02,22,37.65,41.32,41.84,39.65,,,
2005-01-02,23,32.71,38,38.02,40.24,,,
2005-01-02,24,27.14,37.27,37.55,38.41,,,
2005-01-03,1,23.97,34.99,33.54,33.54,,,
2005-01-03,2,23.67,32.98,32.8,33.54,,,
2005-01-03,3,21.6,34.39,31,33.54,,,
2005-01-03,4,21.78,31,33.01,33.29,,,
2005-01-03,5,23.8,33,34.14,35.21,,,
