Year,Historical,Ensemble,10th percentile,90th percentile,MIROC-ESM-CHEM ,NorESM1-ME ,HadGEM2-ES ,FGOALS-g2 ,GFDL-ESM2M ,IPSL-CM5A-MR ,MRI-CGCM3 ,HadGEM2-AO ,CSIRO-Mk3-6-0 ,MPI-ESM-LR ,NorESM1-M ,BNU-ESM ,GFDL-ESM2G ,MIROC5 ,GFDL-CM3 ,MIROC-ESM ,bcc-csm1-1 ,CNRM-CM5 ,CCSM4 ,CanESM2 ,CESM1-CAM5 ,bcc-csm1-1-m ,IPSL-CM5A-LR ,MPI-ESM-MR 
1960,57.5,82,37.9,161.05,77.4 ,99.7 ,7.8 ,47.4 ,54.5 ,43.6 ,87.7 ,32.2 ,166.5 ,92.7 ,86.6 ,65.2 ,88.2 ,48.1 ,87.3 ,206.9 ,155.6 ,49.7 ,52.4 ,122.1 ,89.5 ,71.0 ,90.9 ,63.4 
1961,67,88,34.7,188.8,87.6 ,73.6 ,23.6 ,56.2 ,165.8 ,33.1 ,56.4 ,78.3 ,89.0 ,76.8 ,45.2 ,72.9 ,102.8 ,75.6 ,98.8 ,36.3 ,78.1 ,70.7 ,211.8 ,223.8 ,65.4 ,97.7 ,109.3 ,83.2 
1962,58.9,69,32.6,127.75,134.1 ,39.8 ,68.5 ,101.4 ,31.0 ,84.5 ,90.6 ,21.4 ,61.4 ,49.3 ,38.2 ,58.5 ,34.2 ,36.1 ,74.4 ,55.6 ,89.3 ,121.4 ,34.8 ,61.8 ,101.3 ,136.2 ,68.5 ,67.8 
1963,80.6,64,32.6,118.9,41.7 ,45.0 ,97.6 ,40.6 ,56.4 ,47.3 ,65.2 ,38.4 ,71.6 ,94.0 ,49.4 ,50.1 ,139.9 ,58.9 ,131.1 ,95.5 ,22.3 ,106.7 ,26.8 ,53.0 ,41.5 ,39.2 ,61.0 ,65.7 
1964,136.7,71,20,100.8,78.3 ,76.6 ,93.3 ,24.2 ,15.0 ,82.6 ,73.5 ,47.5 ,103.9 ,95.4 ,97.7 ,32.8 ,50.4 ,15.8 ,145.0 ,90.7 ,67.4 ,34.0 ,81.1 ,70.0 ,97.2 ,85.4 ,74.1 ,88.2 
1965,76.8,71,25.65,129.25,17.1 ,98.6 ,145.9 ,68.2 ,25.5 ,57.2 ,41.0 ,76.6 ,118.3 ,94.6 ,72.7 ,40.6 ,94.0 ,123.5 ,76.2 ,51.1 ,25.8 ,38.7 ,50.1 ,68.1 ,135.0 ,31.0 ,50.9 ,122.4 
1966,52.7,62,19.6,108.55,64.4 ,76.2 ,81.1 ,60.5 ,60.2 ,70.5 ,89.6 ,36.8 ,46.6 ,24.5 ,87.1 ,76.1 ,39.5 ,5.3 ,25.5 ,14.7 ,26.5 ,143.0 ,53.4 ,67.4 ,69.1 ,127.5 ,87.2 ,65.8 
1967,73,78,43.5,136.35,79.6 ,67.0 ,136.2 ,80.3 ,81.6 ,52.1 ,122.5 ,142.5 ,78.2 ,40.7 ,60.4 ,100.3 ,3.0 ,57.6 ,46.3 ,114.4 ,50.9 ,67.7 ,136.5 ,74.4 ,47.7 ,60.8 ,109.2 ,77.1 
1968,102.3,81,10.4,141.95,155.2 ,54.3 ,86.1 ,88.6 ,34.7 ,80.1 ,6.1 ,93.9 ,46.9 ,54.1 ,115.7 ,14.7 ,75.8 ,51.0 ,138.0 ,124.3 ,6.0 ,80.4 ,145.9 ,100.2 ,62.3 ,137.4 ,93.9 ,120.1 
1969,34.1,77,19.55,171.4,22.0 ,41.7 ,69.6 ,43.1 ,67.6 ,89.0 ,17.1 ,52.6 ,181.2 ,114.6 ,72.4 ,95.6 ,87.2 ,64.7 ,86.6 ,161.6 ,220.5 ,60.6 ,39.3 ,56.3 ,93.0 ,4.3 ,39.5 ,83.8 
1970,63.6,59,25.65,104.95,63.7 ,72.0 ,52.2 ,23.9 ,46.8 ,48.1 ,59.7 ,48.9 ,27.7 ,63.4 ,111.4 ,53.8 ,79.7 ,43.9 ,27.4 ,80.2 ,98.5 ,45.1 ,32.3 ,13.5 ,65.5 ,72.9 ,85.2 ,115.2 
1971,95,73,32.15,126.9,42.8 ,49.3 ,37.6 ,76.2 ,85.1 ,46.8 ,92.3 ,120.6 ,26.7 ,85.0 ,41.5 ,78.7 ,49.6 ,47.4 ,54.9 ,95.0 ,215.4 ,80.7 ,133.2 ,25.7 ,66.9 ,54.0 ,106.7 ,60.7 
1972,87.4,75,34.75,122,38.0 ,99.3 ,57.1 ,138.8 ,34.1 ,65.2 ,72.5 ,113.0 ,44.2 ,35.4 ,55.2 ,99.9 ,80.7 ,81.0 ,68.5 ,111.4 ,69.6 ,121.7 ,107.0 ,12.8 ,51.6 ,57.1 ,122.3 ,63.0 
1973,19.4,80,28.15,152.1,65.9 ,167.4 ,52.3 ,89.3 ,37.3 ,94.1 ,121.8 ,61.7 ,11.8 ,148.6 ,56.9 ,77.2 ,119.3 ,105.4 ,65.7 ,86.1 ,45.8 ,78.7 ,155.6 ,40.2 ,106.1 ,80.6 ,19.0 ,52.4 
1974,29.8,75,35.95,123.5,101.0 ,82.0 ,49.4 ,124.2 ,102.6 ,75.8 ,44.4 ,107.1 ,122.8 ,87.0 ,138.4 ,43.7 ,66.7 ,54.7 ,44.8 ,69.9 ,11.3 ,88.3 ,53.5 ,103.3 ,74.4 ,35.0 ,36.9 ,86.3 
1975,97.7,83,28.6,137.95,90.7 ,34.5 ,66.9 ,38.4 ,96.9 ,140.0 ,118.7 ,97.2 ,90.4 ,53.7 ,118.5 ,60.4 ,69.6 ,201.2 ,105.6 ,22.7 ,55.8 ,135.9 ,48.6 ,61.1 ,107.4 ,17.0 ,63.8 ,114.4 
1976,52,59,25.6,107.3,56.0 ,20.4 ,41.4 ,103.9 ,93.7 ,48.0 ,79.2 ,30.8 ,10.4 ,51.4 ,49.7 ,51.3 ,62.2 ,44.5 ,41.2 ,110.7 ,82.3 ,163.2 ,81.0 ,36.4 ,53.1 ,31.0 ,39.1 ,54.5 
1977,114.7,74,33.25,124.05,51.8 ,78.0 ,94.7 ,73.3 ,101.7 ,47.6 ,58.2 ,58.0 ,15.6 ,35.1 ,93.4 ,96.1 ,93.7 ,31.4 ,64.2 ,91.4 ,70.4 ,89.0 ,60.7 ,149.6 ,53.3 ,146.4 ,52.6 ,72.5 
1978,79.4,74,28.65,139.9,136.3 ,44.9 ,135.5 ,88.7 ,72.0 ,50.4 ,47.5 ,148.9 ,27.4 ,66.2 ,62.3 ,143.5 ,58.7 ,73.5 ,74.7 ,87.2 ,47.6 ,25.8 ,46.8 ,29.9 ,125.3 ,34.0 ,69.8 ,91.5 
1979,55.7,72,24,126.2,31.9 ,71.8 ,17.4 ,75.4 ,106.8 ,38.1 ,126.4 ,84.5 ,126.0 ,129.7 ,93.4 ,65.9 ,66.3 ,26.0 ,53.3 ,96.2 ,84.7 ,71.1 ,86.5 ,43.5 ,22.0 ,44.1 ,119.1 ,50.9 
1980,50.8,85,39.2,140.9,96.9 ,38.9 ,34.2 ,44.1 ,132.3 ,75.1 ,105.1 ,113.9 ,78.6 ,91.8 ,99.8 ,39.5 ,78.4 ,149.5 ,97.6 ,92.8 ,81.9 ,149.7 ,58.0 ,50.1 ,95.8 ,47.5 ,82.4 ,110.8 
1981,97.6,70,21.45,128.45,122.6 ,83.8 ,99.4 ,47.8 ,134.3 ,69.3 ,112.5 ,19.1 ,87.6 ,86.2 ,193.4 ,35.9 ,40.3 ,68.7 ,46.3 ,35.6 ,87.2 ,58.8 ,12.8 ,23.8 ,33.3 ,80.4 ,75.1 ,30.1 
1982,84.7,82,44.85,156.2,198.8 ,82.3 ,105.5 ,83.7 ,60.1 ,56.8 ,77.2 ,60.6 ,110.9 ,93.5 ,57.9 ,43.5 ,46.2 ,53.7 ,98.3 ,64.6 ,50.7 ,79.9 ,182.9 ,23.6 ,65.7 ,57.9 ,99.3 ,129.5 
1983,77.6,69,37.6,113.95,68.0 ,42.5 ,85.2 ,103.6 ,37.5 ,72.1 ,69.8 ,19.8 ,87.0 ,85.6 ,62.8 ,50.9 ,55.8 ,70.4 ,55.5 ,46.8 ,42.8 ,66.0 ,124.3 ,65.2 ,37.7 ,200.7 ,65.0 ,57.8 
1984,65.5,65,26.6,144.4,84.3 ,64.8 ,33.4 ,36.6 ,57.6 ,57.0 ,56.2 ,23.4 ,9.9 ,44.7 ,135.6 ,79.8 ,66.1 ,59.2 ,153.2 ,163.6 ,29.8 ,35.6 ,61.3 ,56.2 ,73.1 ,76.1 ,34.9 ,80.1 
1985,106.7,83,25.45,142.9,135.8 ,81.7 ,129.8 ,66.7 ,80.7 ,78.0 ,96.1 ,143.4 ,18.3 ,74.4 ,91.1 ,17.6 ,166.9 ,132.3 ,53.0 ,45.5 ,38.6 ,71.4 ,81.1 ,142.4 ,63.6 ,32.6 ,42.0 ,120.8 
1986,124.9,63,32.25,94.45,33.4 ,97.9 ,84.3 ,46.1 ,55.0 ,55.6 ,31.1 ,79.9 ,91.0 ,46.6 ,134.3 ,74.1 ,77.8 ,36.2 ,89.6 ,49.0 ,43.9 ,53.6 ,70.8 ,15.9 ,80.1 ,53.6 ,76.5 ,47.7 
1987,82.9,73,32.3,129.15,108.3 ,84.4 ,32.3 ,122.8 ,71.0 ,67.7 ,38.6 ,72.0 ,84.8 ,84.9 ,59.9 ,171.3 ,47.7 ,22.4 ,87.7 ,96.8 ,83.5 ,135.5 ,33.6 ,72.6 ,44.9 ,33.5 ,78.7 ,32.3 
1988,57.1,77,43.1,129.85,50.1 ,60.6 ,67.2 ,37.0 ,70.1 ,67.5 ,77.1 ,65.3 ,65.8 ,111.3 ,51.2 ,101.7 ,46.9 ,148.4 ,81.7 ,97.6 ,45.1 ,41.1 ,69.9 ,94.9 ,52.1 ,242.7 ,57.1 ,57.3 
1989,49,80,26.05,144.25,84.1 ,154.1 ,99.0 ,51.2 ,88.7 ,134.4 ,110.2 ,25.4 ,45.4 ,101.0 ,99.3 ,70.9 ,121.3 ,87.6 ,51.8 ,26.7 ,61.6 ,93.6 ,16.4 ,157.0 ,68.4 ,59.4 ,52.9 ,81.2 
1990,86.4,68,26.05,101.45,68.8 ,48.2 ,76.2 ,86.0 ,96.9 ,12.3 ,86.6 ,70.0 ,77.9 ,145.7 ,47.2 ,44.9 ,76.5 ,67.2 ,43.2 ,98.0 ,64.3 ,101.4 ,101.5 ,16.3 ,35.8 ,55.8 ,85.7 ,37.7 
1991,61.7,74,30.05,128.4,53.7 ,112.3 ,32.2 ,130.5 ,25.6 ,66.0 ,54.0 ,36.0 ,185.6 ,37.9 ,57.9 ,71.5 ,68.3 ,107.0 ,38.5 ,88.7 ,27.9 ,103.5 ,93.8 ,61.1 ,76.5 ,126.3 ,49.4 ,86.4 
1992,123.1,75,28.7,131.55,70.5 ,90.1 ,73.9 ,47.9 ,32.2 ,114.7 ,84.9 ,8.2 ,128.9 ,42.4 ,94.3 ,49.6 ,61.2 ,84.4 ,39.1 ,25.2 ,134.2 ,146.7 ,106.3 ,77.6 ,80.6 ,77.5 ,75.8 ,72.9 
1993,44.8,70,23.6,160.25,45.2 ,95.2 ,89.7 ,45.3 ,184.6 ,80.0 ,19.0 ,156.3 ,31.9 ,62.5 ,46.3 ,100.3 ,70.2 ,71.6 ,32.2 ,164.2 ,34.7 ,49.3 ,57.0 ,34.2 ,28.2 ,18.3 ,72.5 ,108.6 
1994,57.1,77,36.45,130.8,45.9 ,53.5 ,64.3 ,34.3 ,75.9 ,104.8 ,38.6 ,105.4 ,117.7 ,104.2 ,64.1 ,143.9 ,43.1 ,67.7 ,75.6 ,111.3 ,27.8 ,52.7 ,48.9 ,165.2 ,88.9 ,92.4 ,42.2 ,81.5 
1995,70,63,18.2,106.25,39.0 ,117.3 ,84.6 ,84.7 ,62.2 ,80.6 ,72.2 ,69.7 ,22.4 ,38.0 ,74.9 ,38.6 ,50.4 ,19.4 ,47.4 ,16.5 ,17.0 ,74.9 ,80.8 ,74.5 ,95.2 ,69.7 ,141.9 ,59.6 
1996,41.2,70,24.25,112.95,118.3 ,47.6 ,64.0 ,82.9 ,91.6 ,109.8 ,26.2 ,61.8 ,88.8 ,22.3 ,84.6 ,70.7 ,71.2 ,61.3 ,75.0 ,76.4 ,72.7 ,46.6 ,75.6 ,116.1 ,64.9 ,16.3 ,87.6 ,51.6 
1997,82.2,79,31.1,146.45,140.6 ,89.3 ,35.6 ,43.9 ,90.6 ,48.2 ,54.8 ,82.8 ,38.2 ,42.1 ,70.3 ,68.8 ,25.7 ,113.2 ,84.4 ,78.9 ,87.3 ,132.0 ,156.0 ,84.6 ,152.3 ,64.2 ,87.6 ,26.6 
1998,59,78,41.75,142.4,60.4 ,41.7 ,45.4 ,55.3 ,80.7 ,43.5 ,77.7 ,71.8 ,33.8 ,141.9 ,46.0 ,45.1 ,64.2 ,44.6 ,130.6 ,64.8 ,142.9 ,41.8 ,129.4 ,105.4 ,50.2 ,75.2 ,177.5 ,123.0 
1999,59.9,76,29.8,148.8,22.0 ,76.1 ,76.3 ,59.0 ,103.6 ,122.1 ,55.7 ,64.7 ,21.0 ,82.7 ,76.3 ,176.3 ,68.0 ,83.2 ,44.4 ,82.2 ,175.5 ,44.3 ,85.9 ,87.6 ,92.9 ,49.2 ,37.6 ,50.8 
2000,53.9,85,32.4,136.95,75.1 ,97.7 ,78.1 ,168.3 ,125.9 ,32.1 ,118.7 ,67.5 ,60.4 ,62.0 ,107.4 ,131.0 ,98.5 ,47.6 ,84.3 ,109.9 ,29.0 ,142.9 ,32.7 ,99.8 ,87.8 ,43.7 ,64.2 ,91.9 
2001,43.7,81,32.15,128.05,99.2 ,44.6 ,80.0 ,38.8 ,63.0 ,79.0 ,153.8 ,97.2 ,82.4 ,108.1 ,71.0 ,82.7 ,85.8 ,33.8 ,97.1 ,32.7 ,120.9 ,114.8 ,97.8 ,66.2 ,105.3 ,31.6 ,23.9 ,135.2 
2002,19.5,78,48.95,146.15,60.2 ,92.4 ,63.1 ,45.0 ,24.1 ,146.2 ,154.8 ,146.1 ,60.6 ,56.5 ,101.0 ,53.6 ,52.9 ,68.3 ,82.1 ,104.6 ,111.6 ,57.7 ,88.0 ,56.7 ,56.7 ,59.8 ,69.8 ,74.7 
2003,50.5,71,28.4,132.25,52.7 ,46.7 ,63.9 ,168.0 ,50.2 ,53.0 ,71.7 ,19.7 ,67.7 ,67.6 ,121.4 ,61.1 ,49.8 ,90.1 ,102.2 ,68.4 ,4.0 ,62.2 ,41.4 ,37.1 ,80.0 ,74.9 ,123.4 ,141.1 
2004,48.2,70,24.45,126.5,18.4 ,97.4 ,26.5 ,59.5 ,42.7 ,122.4 ,51.8 ,27.5 ,76.2 ,56.0 ,52.5 ,51.3 ,130.1 ,53.1 ,43.5 ,67.0 ,67.5 ,81.0 ,115.7 ,22.4 ,60.6 ,171.6 ,62.7 ,122.9 
2005,100.9,77,26,124.25,94.9 ,68.8 ,127.3 ,115.3 ,118.1 ,55.4 ,24.4 ,96.7 ,10.1 ,121.2 ,40.1 ,35.7 ,95.0 ,88.8 ,33.9 ,27.6 ,148.5 ,61.9 ,48.4 ,72.4 ,110.3 ,73.6 ,85.2 ,106.0 
2006,42.5,70,21.85,130.3,42.0 ,105.0 ,26.2 ,72.5 ,75.4 ,66.0 ,62.8 ,72.6 ,148.4 ,48.1 ,41.7 ,41.1 ,68.1 ,86.7 ,85.7 ,23.7 ,88.0 ,20.0 ,71.9 ,112.2 ,101.7 ,15.0 ,62.5 ,154.4 
2007,27.8,76,29.55,128.95,133.1 ,122.6 ,124.8 ,82.6 ,58.0 ,87.5 ,67.5 ,135.5 ,55.0 ,41.6 ,84.6 ,23.4 ,71.6 ,32.2 ,56.3 ,108.8 ,75.8 ,80.1 ,61.9 ,95.8 ,105.0 ,26.9 ,62.3 ,37.4 
2008,87.6,78,30.45,132.05,199.9 ,64.1 ,41.1 ,118.0 ,89.0 ,71.7 ,21.0 ,145.0 ,37.0 ,29.6 ,49.1 ,52.2 ,86.1 ,119.1 ,73.1 ,88.9 ,114.8 ,46.9 ,36.7 ,85.0 ,109.8 ,68.2 ,31.3 ,107.4 
2009,109.8,73,19.7,144.9,103.3 ,58.5 ,63.3 ,34.6 ,53.6 ,50.2 ,135.5 ,123.8 ,28.9 ,145.3 ,55.0 ,111.9 ,31.8 ,115.6 ,81.9 ,144.5 ,22.8 ,90.6 ,24.7 ,68.2 ,151.7 ,16.6 ,9.2 ,49.9 
2010,64,67,15.5,131.95,36.1 ,65.2 ,18.3 ,115.7 ,110.8 ,12.7 ,95.6 ,11.1 ,23.9 ,20.4 ,58.5 ,53.6 ,128.5 ,49.2 ,33.1 ,140.8 ,70.0 ,57.2 ,65.2 ,89.2 ,87.8 ,43.7 ,99.5 ,135.4 
2011,92.1,82,39.55,132.2,83.9 ,93.0 ,122.7 ,136.6 ,127.8 ,44.8 ,61.3 ,78.7 ,93.5 ,69.6 ,34.3 ,46.6 ,158.2 ,59.3 ,110.5 ,101.5 ,65.3 ,105.8 ,24.6 ,78.8 ,65.3 ,56.5 ,80.5 ,89.4 
2012,55,85,35.8,150.7,188.9 ,95.0 ,181.5 ,56.8 ,94.1 ,58.2 ,90.3 ,82.4 ,30.2 ,116.1 ,61.4 ,115.4 ,74.9 ,65.9 ,67.8 ,57.8 ,69.0 ,109.7 ,70.0 ,41.4 ,113.2 ,6.2 ,119.9 ,95.8 
2013,45.7,80,32.8,134.45,58.1 ,221.6 ,10.8 ,70.7 ,142.2 ,31.7 ,88.9 ,70.6 ,122.7 ,81.1 ,112.2 ,126.7 ,53.6 ,69.1 ,76.3 ,40.8 ,70.3 ,61.1 ,124.5 ,54.0 ,33.9 ,37.9 ,54.4 ,117.5 
2014,,77,24.6,149.7,145.5 ,111.7 ,14.4 ,73.8 ,53.1 ,156.9 ,92.9 ,14.0 ,99.7 ,49.4 ,54.5 ,61.0 ,74.8 ,84.8 ,61.6 ,97.4 ,34.8 ,125.5 ,153.9 ,38.1 ,62.9 ,36.1 ,51.7 ,113.2 
2015,,78,24.7,119.85,69.5 ,109.1 ,85.9 ,62.8 ,68.9 ,90.6 ,38.3 ,65.9 ,24.9 ,48.3 ,20.9 ,39.0 ,67.2 ,108.3 ,24.5 ,125.5 ,109.3 ,114.2 ,79.6 ,184.0 ,67.0 ,75.9 ,102.8 ,107.4 
2016,,68,28.95,114.7,80.9 ,46.9 ,48.7 ,95.9 ,47.6 ,47.9 ,42.8 ,24.0 ,133.6 ,82.1 ,88.7 ,75.5 ,71.5 ,32.7 ,29.1 ,97.1 ,70.6 ,132.3 ,90.6 ,74.1 ,65.1 ,28.8 ,86.9 ,49.6 
2017,,84,36.65,122.55,73.0 ,76.9 ,16.3 ,108.9 ,88.8 ,125.4 ,84.1 ,90.5 ,42.6 ,70.8 ,269.2 ,103.7 ,49.8 ,33.4 ,63.4 ,42.6 ,115.8 ,79.2 ,94.7 ,76.4 ,96.3 ,39.9 ,69.6 ,119.7 
2018,,68,19.65,115.55,24.1 ,82.1 ,105.6 ,19.7 ,71.0 ,94.4 ,111.7 ,51.9 ,15.5 ,62.8 ,77.8 ,19.6 ,93.4 ,68.0 ,36.4 ,68.9 ,75.8 ,166.8 ,46.9 ,69.0 ,119.4 ,55.9 ,49.6 ,58.1 
2019,,69,34.4,114.95,80.7 ,128.0 ,52.5 ,26.8 ,71.6 ,43.2 ,58.2 ,121.3 ,50.7 ,89.6 ,81.9 ,80.3 ,108.6 ,76.2 ,42.0 ,84.8 ,43.1 ,99.5 ,72.3 ,55.8 ,63.0 ,8.8 ,77.4 ,51.6 
2020,,73,30.8,119.85,65.0 ,99.7 ,77.6 ,80.4 ,80.5 ,41.1 ,101.8 ,9.1 ,40.3 ,70.6 ,56.0 ,35.7 ,40.5 ,111.3 ,66.9 ,128.4 ,190.1 ,100.4 ,66.6 ,82.2 ,47.6 ,25.9 ,62.8 ,75.2 
2021,,76,24.75,143.8,15.1 ,96.1 ,58.9 ,22.4 ,145.6 ,27.9 ,82.1 ,38.0 ,100.2 ,34.7 ,169.7 ,58.1 ,78.3 ,50.6 ,89.4 ,142.0 ,102.2 ,43.0 ,70.9 ,27.1 ,84.6 ,104.7 ,66.9 ,134.1 
2022,,68,27.4,121.5,28.6 ,42.0 ,103.3 ,94.5 ,139.7 ,75.5 ,96.3 ,36.6 ,42.5 ,95.1 ,100.8 ,30.5 ,42.0 ,26.2 ,35.4 ,71.4 ,172.6 ,36.9 ,99.1 ,63.7 ,66.2 ,22.8 ,50.6 ,82.2 
2023,,64,29.8,102.85,63.8 ,39.1 ,59.2 ,62.1 ,65.7 ,81.2 ,83.5 ,64.8 ,17.1 ,62.4 ,85.5 ,63.8 ,41.7 ,30.1 ,65.4 ,66.4 ,48.3 ,121.1 ,68.5 ,98.5 ,29.5 ,32.8 ,91.5 ,107.2 
2024,,94,35.1,175.25,137.4 ,58.6 ,80.8 ,71.6 ,68.4 ,154.9 ,94.6 ,117.2 ,37.1 ,75.4 ,40.5 ,83.6 ,11.6 ,167.7 ,72.4 ,136.8 ,33.1 ,103.6 ,54.4 ,80.6 ,60.0 ,135.7 ,212.6 ,182.8 
2025,,73,36.9,121.55,52.3 ,98.7 ,13.9 ,58.8 ,74.3 ,70.9 ,76.3 ,48.6 ,58.4 ,122.2 ,53.0 ,114.0 ,113.0 ,95.2 ,36.1 ,47.4 ,120.9 ,37.7 ,78.7 ,64.0 ,66.3 ,128.8 ,73.2 ,54.6 
2026,,84,37.1,141.9,78.2 ,61.5 ,55.7 ,49.9 ,103.3 ,69.3 ,72.4 ,131.2 ,120.2 ,19.8 ,67.1 ,175.2 ,65.0 ,77.4 ,29.5 ,84.3 ,101.1 ,152.6 ,44.7 ,96.0 ,101.1 ,65.5 ,87.6 ,115.6 
2027,,66,35.45,109.75,36.7 ,61.7 ,50.0 ,113.6 ,10.4 ,108.7 ,58.3 ,53.2 ,51.7 ,65.1 ,79.9 ,44.2 ,57.2 ,99.6 ,59.1 ,102.4 ,34.2 ,45.3 ,73.4 ,45.4 ,89.2 ,84.1 ,64.7 ,110.8 
2028,,73,18.55,134.5,16.6 ,88.7 ,18.3 ,54.3 ,62.2 ,50.1 ,75.0 ,18.8 ,66.7 ,26.4 ,39.0 ,120.1 ,74.8 ,67.0 ,120.5 ,115.5 ,104.0 ,51.9 ,157.8 ,96.8 ,64.9 ,47.7 ,148.5 ,72.4 
2029,,60,26.6,121.35,88.7 ,36.1 ,29.3 ,39.3 ,41.8 ,82.2 ,65.4 ,134.8 ,24.9 ,35.1 ,51.1 ,53.8 ,43.1 ,65.8 ,66.9 ,33.4 ,118.0 ,16.4 ,111.8 ,28.3 ,64.7 ,62.5 ,124.7 ,32.3 
2030,,72,25.2,113.1,27.0 ,110.6 ,115.6 ,101.6 ,101.7 ,93.4 ,106.4 ,23.4 ,45.8 ,74.5 ,66.6 ,83.9 ,7.5 ,134.8 ,65.2 ,46.1 ,39.3 ,103.7 ,39.7 ,46.2 ,88.4 ,56.2 ,108.0 ,57.7 
2031,,79,28.9,135.5,112.2 ,43.2 ,50.1 ,65.6 ,67.4 ,141.7 ,74.4 ,20.5 ,46.7 ,78.4 ,113.0 ,31.2 ,180.3 ,79.7 ,29.4 ,118.4 ,28.4 ,111.5 ,51.1 ,128.8 ,56.0 ,34.4 ,129.3 ,119.1 
2032,,86,46.05,137.7,198.5 ,73.9 ,123.8 ,105.7 ,57.3 ,101.3 ,119.0 ,46.3 ,69.0 ,45.8 ,97.5 ,97.7 ,65.5 ,83.7 ,71.7 ,57.2 ,28.5 ,139.9 ,74.3 ,107.7 ,135.5 ,66.8 ,46.7 ,55.7 
2033,,77,24.5,144.65,134.8 ,35.2 ,64.1 ,139.7 ,98.5 ,29.1 ,72.1 ,10.5 ,46.7 ,92.1 ,136.0 ,72.7 ,55.6 ,25.1 ,107.0 ,75.6 ,124.1 ,67.3 ,51.3 ,34.6 ,149.6 ,153.1 ,23.9 ,65.9 
