Year,Historical,Ensemble,10th percentile,90th percentile,MIROC-ESM-CHEM ,NorESM1-ME ,HadGEM2-ES ,FGOALS-g2 ,GFDL-ESM2M ,IPSL-CM5A-MR ,MRI-CGCM3 ,HadGEM2-AO ,CSIRO-Mk3-6-0 ,MPI-ESM-LR ,NorESM1-M ,BNU-ESM ,GFDL-ESM2G ,MIROC5 ,GFDL-CM3 ,MIROC-ESM ,bcc-csm1-1 ,CNRM-CM5 ,CCSM4 ,CanESM2 ,CESM1-CAM5 ,bcc-csm1-1-m ,IPSL-CM5A-LR ,MPI-ESM-MR 
1962,13.4,62,31.5,101.6,91.7 ,89.6 ,83.9 ,92.3 ,60.1 ,39.7 ,46.7 ,63.6 ,48.7 ,46.1 ,110.9 ,66.6 ,38.5 ,60.1 ,82.8 ,38.9 ,29.0 ,34.3 ,81.5 ,23.5 ,34.0 ,121.2 ,38.5 ,71.7 
1963,61.2,52,14.4,89.85,36.7 ,72.8 ,68.1 ,35.7 ,46.8 ,68.9 ,67.7 ,36.2 ,75.2 ,23.7 ,44.9 ,51.0 ,34.8 ,36.0 ,84.3 ,95.4 ,96.4 ,64.7 ,76.6 ,9.0 ,5.5 ,79.5 ,19.8 ,34.8 
1964,82.6,53,21.05,85.65,65.5 ,14.7 ,21.1 ,61.0 ,92.9 ,69.7 ,41.5 ,56.6 ,44.9 ,31.1 ,41.3 ,58.4 ,21.0 ,57.4 ,71.5 ,69.7 ,35.5 ,79.8 ,66.8 ,54.5 ,55.0 ,91.5 ,37.6 ,52.9 
1965,47.1,51,20.8,90.2,57.0 ,46.8 ,50.1 ,34.4 ,22.4 ,93.6 ,51.4 ,77.7 ,2.1 ,30.8 ,35.3 ,27.5 ,62.9 ,55.6 ,97.5 ,67.4 ,75.5 ,65.6 ,27.7 ,53.1 ,86.8 ,44.8 ,19.2 ,40.8 
1966,59,71,31.05,120.75,112.8 ,55.4 ,124.8 ,65.5 ,44.3 ,93.0 ,74.5 ,109.5 ,25.3 ,64.2 ,144.9 ,88.5 ,86.8 ,28.8 ,33.3 ,87.7 ,56.5 ,50.5 ,116.7 ,48.9 ,81.5 ,59.2 ,34.6 ,34.0 
1967,26.3,53,25.3,84.1,47.9 ,38.7 ,30.5 ,70.6 ,31.6 ,42.3 ,78.6 ,54.4 ,56.9 ,68.1 ,54.2 ,21.4 ,49.7 ,78.4 ,45.9 ,55.6 ,37.1 ,90.2 ,71.5 ,29.2 ,88.4 ,50.3 ,79.8 ,17.1 
1968,51.3,55,32.7,84.55,25.7 ,40.6 ,40.4 ,46.6 ,44.4 ,68.9 ,59.5 ,94.0 ,36.4 ,57.9 ,42.8 ,86.0 ,83.1 ,40.1 ,82.1 ,39.5 ,39.5 ,72.5 ,79.9 ,29.0 ,46.3 ,54.0 ,75.6 ,36.5 
1969,41.4,52,22.75,79.1,75.7 ,30.8 ,22.0 ,13.0 ,91.6 ,75.9 ,80.0 ,33.9 ,41.1 ,59.4 ,51.5 ,51.6 ,63.2 ,54.1 ,68.7 ,23.5 ,56.6 ,27.8 ,70.7 ,42.2 ,48.0 ,66.6 ,78.2 ,33.8 
1970,50.6,54,18.7,94.55,23.2 ,36.8 ,9.0 ,81.8 ,61.2 ,67.1 ,35.7 ,45.6 ,53.9 ,47.3 ,76.2 ,100.4 ,87.3 ,43.9 ,33.6 ,14.2 ,68.2 ,88.7 ,103.0 ,62.6 ,51.9 ,42.6 ,26.3 ,35.6 
1971,44.3,55,23.25,99.45,35.7 ,45.3 ,65.3 ,103.1 ,59.3 ,59.5 ,40.5 ,96.1 ,51.4 ,68.6 ,25.9 ,39.1 ,46.2 ,72.4 ,102.8 ,66.9 ,50.6 ,20.6 ,63.0 ,75.7 ,35.6 ,16.4 ,44.8 ,52.2 
1972,73.1,53,15.65,93.7,47.7 ,40.2 ,50.3 ,5.1 ,25.8 ,43.2 ,18.9 ,29.8 ,71.8 ,44.8 ,63.6 ,61.5 ,18.5 ,81.8 ,122.0 ,48.4 ,100.3 ,56.3 ,58.4 ,86.2 ,45.6 ,12.8 ,65.6 ,87.1 
1973,105.8,51,19.8,100.95,51.8 ,44.2 ,56.8 ,106.3 ,95.6 ,44.6 ,37.5 ,10.4 ,58.5 ,23.3 ,42.1 ,24.1 ,65.7 ,66.9 ,70.2 ,40.1 ,34.6 ,58.0 ,33.9 ,50.7 ,112.9 ,16.3 ,37.8 ,54.3 
1974,60.9,54,28.2,78.55,64.7 ,45.1 ,74.4 ,22.4 ,70.9 ,56.3 ,80.1 ,51.9 ,37.9 ,45.2 ,52.9 ,14.9 ,72.3 ,39.7 ,49.2 ,77.0 ,60.0 ,50.5 ,85.7 ,66.1 ,48.7 ,34.0 ,58.8 ,38.9 
1975,83.7,58,25.4,109.85,37.7 ,113.1 ,103.8 ,37.5 ,40.2 ,51.2 ,75.8 ,38.1 ,50.8 ,29.4 ,101.3 ,106.6 ,58.5 ,10.3 ,32.3 ,24.3 ,26.5 ,61.9 ,72.8 ,58.7 ,36.3 ,61.2 ,55.0 ,120.5 
1976,75.3,52,24.25,85.35,46.7 ,32.2 ,84.3 ,12.3 ,39.0 ,37.1 ,66.0 ,86.4 ,49.3 ,48.2 ,29.2 ,26.5 ,51.9 ,68.8 ,54.8 ,47.2 ,22.4 ,77.7 ,57.1 ,51.1 ,26.1 ,81.0 ,75.3 ,100.1 
1977,78.5,58,20.3,111.7,128.0 ,81.1 ,58.3 ,59.8 ,42.0 ,63.3 ,55.0 ,50.1 ,63.4 ,40.1 ,77.6 ,20.8 ,95.4 ,52.1 ,38.5 ,80.4 ,132.5 ,19.8 ,51.2 ,66.1 ,50.9 ,4.2 ,38.4 ,27.7 
1978,48.2,56,25.85,90.6,44.0 ,36.5 ,93.9 ,21.7 ,39.0 ,52.3 ,76.6 ,71.9 ,40.8 ,61.0 ,33.8 ,42.2 ,62.0 ,57.9 ,19.8 ,84.1 ,64.0 ,43.0 ,121.3 ,68.0 ,87.3 ,46.2 ,46.9 ,30.0 
1979,51.3,53,28.85,93.9,78.7 ,44.3 ,35.2 ,70.5 ,36.0 ,31.6 ,37.8 ,55.4 ,58.6 ,47.1 ,62.9 ,96.3 ,60.6 ,132.9 ,32.6 ,32.2 ,27.4 ,90.9 ,91.5 ,30.3 ,46.1 ,32.2 ,39.6 ,9.9 
1980,92,52,26.95,85.85,28.6 ,53.9 ,72.0 ,90.4 ,66.3 ,41.9 ,24.5 ,54.7 ,43.8 ,70.4 ,35.6 ,33.0 ,120.3 ,31.3 ,62.2 ,37.0 ,29.7 ,74.5 ,25.3 ,43.3 ,28.8 ,67.4 ,81.3 ,49.1 
1981,28.2,66,33.15,99.85,28.5 ,74.8 ,40.8 ,67.8 ,62.1 ,62.4 ,79.2 ,64.5 ,92.1 ,68.8 ,65.1 ,56.3 ,51.6 ,81.1 ,74.7 ,92.5 ,30.7 ,138.2 ,42.4 ,107.2 ,35.6 ,48.0 ,44.7 ,73.9 
1982,65.7,67,39.4,99.05,78.4 ,136.0 ,95.5 ,79.2 ,57.8 ,63.5 ,102.6 ,48.0 ,64.4 ,48.1 ,80.6 ,60.6 ,40.0 ,55.6 ,50.7 ,67.5 ,66.0 ,85.4 ,83.1 ,21.3 ,51.9 ,50.0 ,89.7 ,38.8 
1983,70.5,66,27.4,131.75,34.8 ,27.0 ,36.0 ,85.1 ,208.7 ,35.3 ,12.0 ,32.7 ,110.1 ,49.6 ,55.0 ,27.8 ,37.9 ,81.1 ,86.7 ,51.9 ,55.6 ,45.9 ,65.5 ,94.3 ,153.4 ,91.0 ,83.4 ,30.1 
1984,57,49,23.45,78.45,77.0 ,21.9 ,10.6 ,45.1 ,60.2 ,47.0 ,39.9 ,79.2 ,58.1 ,82.5 ,70.4 ,63.8 ,44.8 ,60.0 ,31.6 ,40.5 ,55.2 ,25.8 ,49.2 ,31.6 ,77.7 ,40.2 ,25.0 ,44.9 
1985,60.4,58,19.8,106.25,65.5 ,23.5 ,46.5 ,60.9 ,87.8 ,19.8 ,96.4 ,61.4 ,25.9 ,108.8 ,62.3 ,34.1 ,103.7 ,89.1 ,19.8 ,41.6 ,71.6 ,118.4 ,13.8 ,58.4 ,55.4 ,37.0 ,56.0 ,37.0 
1986,62.6,64,32.25,117.6,40.7 ,90.1 ,55.9 ,122.3 ,49.0 ,51.4 ,57.9 ,28.9 ,50.0 ,61.5 ,32.6 ,64.0 ,68.1 ,56.9 ,37.7 ,112.9 ,48.2 ,31.9 ,42.4 ,130.1 ,106.3 ,80.0 ,43.9 ,84.5 
1987,33.2,68,18.8,112.15,106.5 ,107.7 ,51.9 ,78.9 ,71.7 ,94.3 ,21.1 ,52.2 ,19.7 ,98.5 ,105.7 ,17.9 ,94.1 ,54.0 ,103.3 ,81.7 ,43.5 ,116.6 ,20.3 ,44.9 ,7.8 ,61.8 ,156.6 ,41.2 
1988,36.1,71,28.3,116.15,100.6 ,52.3 ,70.9 ,26.2 ,77.4 ,79.2 ,30.8 ,98.7 ,52.3 ,87.4 ,133.1 ,109.3 ,76.9 ,83.5 ,123.0 ,29.4 ,50.7 ,54.3 ,45.1 ,78.9 ,27.2 ,55.8 ,88.8 ,74.2 
1989,39.1,56,32.15,88.75,32.6 ,111.1 ,58.6 ,45.3 ,31.7 ,34.3 ,49.7 ,74.9 ,73.7 ,55.1 ,49.0 ,38.8 ,40.7 ,93.2 ,68.4 ,39.6 ,39.3 ,79.0 ,37.0 ,62.8 ,81.0 ,84.3 ,23.4 ,49.1 
1990,39.4,53,22.55,82.6,42.5 ,32.7 ,55.9 ,69.8 ,24.6 ,44.7 ,25.1 ,19.1 ,66.4 ,91.3 ,54.6 ,54.8 ,73.9 ,66.3 ,36.4 ,73.4 ,52.6 ,20.9 ,92.9 ,24.2 ,67.9 ,62.6 ,51.7 ,71.2 
1991,100.3,64,25.05,103.45,89.1 ,53.4 ,48.9 ,47.5 ,67.0 ,37.0 ,9.9 ,98.6 ,77.4 ,42.0 ,66.6 ,96.0 ,25.2 ,105.9 ,61.7 ,101.0 ,67.0 ,24.9 ,54.1 ,42.5 ,129.9 ,59.3 ,51.3 ,90.6 
1992,39.1,51,20.55,82.25,68.3 ,88.9 ,23.1 ,47.7 ,36.4 ,14.4 ,53.9 ,21.4 ,54.0 ,73.2 ,62.9 ,81.0 ,49.8 ,82.1 ,53.7 ,63.4 ,26.4 ,19.7 ,57.4 ,68.0 ,22.6 ,82.4 ,30.9 ,59.7 
1993,40.4,50,29.4,77.95,36.0 ,50.1 ,53.8 ,58.0 ,24.4 ,27.4 ,86.8 ,76.5 ,66.6 ,42.8 ,49.7 ,32.8 ,34.0 ,44.2 ,37.5 ,77.4 ,38.3 ,61.7 ,65.2 ,78.5 ,35.0 ,53.1 ,45.7 ,31.4 
1994,55.6,69,29.4,111.8,56.2 ,66.5 ,27.8 ,74.2 ,78.9 ,76.0 ,79.5 ,36.0 ,114.9 ,129.7 ,108.7 ,36.6 ,96.9 ,31.0 ,11.9 ,85.0 ,32.8 ,74.1 ,65.4 ,85.2 ,67.2 ,91.3 ,39.9 ,103.4 
1995,40.4,49,20.65,87.8,90.4 ,97.6 ,37.2 ,45.6 ,59.7 ,35.5 ,65.6 ,30.4 ,39.2 ,14.4 ,81.9 ,5.4 ,37.2 ,49.7 ,44.5 ,85.2 ,35.8 ,26.9 ,57.7 ,80.5 ,50.1 ,39.7 ,36.7 ,43.1 
1996,41.6,63,29.8,86.8,48.3 ,85.8 ,84.8 ,87.8 ,31.7 ,45.8 ,27.9 ,78.3 ,79.0 ,64.5 ,59.6 ,45.9 ,70.5 ,73.5 ,37.3 ,50.4 ,109.1 ,84.9 ,39.9 ,80.3 ,67.7 ,17.8 ,66.9 ,73.8 
1997,75,63,33.3,117.1,47.1 ,70.1 ,107.2 ,49.4 ,49.6 ,37.4 ,120.8 ,117.9 ,85.1 ,47.0 ,78.5 ,57.3 ,64.5 ,46.4 ,33.1 ,99.7 ,61.7 ,43.6 ,116.3 ,43.9 ,33.5 ,39.2 ,62.7 ,22.7 
1998,96.5,62,32.25,104,73.9 ,70.3 ,69.0 ,63.5 ,47.6 ,76.9 ,104.3 ,103.7 ,84.1 ,42.3 ,61.7 ,146.9 ,25.4 ,59.1 ,57.7 ,41.4 ,48.6 ,31.9 ,78.0 ,35.4 ,52.2 ,33.0 ,51.6 ,32.6 
1999,29.4,64,34.35,99.25,90.6 ,79.6 ,41.4 ,73.1 ,62.4 ,62.7 ,92.1 ,82.4 ,43.5 ,55.9 ,29.1 ,37.9 ,36.2 ,65.1 ,94.2 ,75.8 ,32.5 ,115.1 ,45.7 ,104.3 ,82.2 ,39.2 ,58.5 ,46.1 
2000,25.4,53,21.2,79.75,59.1 ,31.6 ,39.4 ,70.9 ,73.9 ,111.5 ,43.1 ,64.5 ,36.9 ,54.9 ,33.8 ,47.5 ,80.8 ,7.5 ,60.7 ,23.9 ,72.4 ,52.4 ,18.5 ,73.0 ,70.6 ,78.7 ,39.3 ,42.8 
2001,42.8,61,24.9,95.15,48.7 ,57.7 ,44.4 ,81.4 ,81.7 ,66.9 ,34.5 ,53.8 ,84.8 ,35.6 ,35.2 ,53.4 ,11.8 ,92.4 ,47.2 ,97.9 ,110.3 ,78.8 ,15.3 ,83.5 ,49.7 ,69.1 ,73.8 ,61.9 
2002,66.9,62,34.9,104.65,67.2 ,64.1 ,60.9 ,69.2 ,17.0 ,94.7 ,75.2 ,49.4 ,109.5 ,64.0 ,41.1 ,48.1 ,72.4 ,69.1 ,109.3 ,46.7 ,46.3 ,78.5 ,32.3 ,37.5 ,37.8 ,48.3 ,100.0 ,65.9 
2003,51.7,52,22.4,87.05,38.3 ,32.4 ,69.5 ,41.2 ,55.6 ,27.2 ,47.0 ,95.6 ,14.2 ,110.8 ,78.5 ,71.7 ,32.0 ,55.1 ,50.1 ,60.3 ,34.6 ,60.6 ,65.8 ,42.8 ,17.6 ,76.7 ,31.5 ,44.7 
2004,60.8,58,11.45,94.05,81.2 ,65.5 ,46.6 ,12.9 ,61.0 ,45.3 ,37.9 ,56.7 ,93.8 ,10.0 ,37.6 ,68.6 ,68.1 ,56.5 ,47.8 ,21.0 ,5.6 ,71.4 ,136.4 ,83.2 ,86.9 ,94.3 ,65.4 ,54.9 
2005,20.6,58,16.15,104.65,53.3 ,81.7 ,85.6 ,17.0 ,9.0 ,48.6 ,37.4 ,58.7 ,95.2 ,37.1 ,75.6 ,67.7 ,27.0 ,15.3 ,121.6 ,102.0 ,75.6 ,107.3 ,70.9 ,50.8 ,36.6 ,25.6 ,25.1 ,89.6 
2006,48.7,55,34.7,75.7,33.3 ,121.1 ,43.2 ,52.3 ,58.7 ,48.5 ,42.5 ,72.6 ,13.0 ,46.2 ,44.2 ,65.9 ,74.5 ,38.5 ,71.0 ,64.5 ,76.9 ,41.4 ,67.8 ,72.6 ,46.1 ,52.2 ,52.8 ,36.1 
2007,35.1,62,28.9,101.8,34.5 ,79.7 ,63.6 ,84.7 ,43.0 ,25.4 ,20.4 ,112.6 ,91.9 ,64.8 ,82.0 ,37.2 ,89.9 ,67.1 ,55.1 ,72.1 ,54.2 ,105.0 ,63.6 ,38.4 ,98.6 ,44.1 ,42.3 ,32.4 
2008,82.6,73,46,108.7,108.5 ,96.0 ,78.0 ,82.6 ,47.3 ,56.8 ,92.2 ,46.6 ,45.4 ,55.3 ,87.8 ,108.9 ,62.8 ,78.1 ,72.1 ,52.2 ,41.4 ,80.7 ,120.5 ,75.0 ,90.7 ,51.4 ,71.1 ,70.7 
2009,71.7,57,17.6,109.8,84.8 ,66.0 ,51.6 ,120.9 ,17.8 ,45.8 ,60.3 ,45.3 ,107.4 ,112.2 ,47.3 ,56.0 ,71.3 ,16.6 ,44.8 ,36.1 ,25.0 ,56.4 ,99.1 ,48.1 ,56.0 ,47.3 ,33.6 ,17.4 
2010,60.9,66,38.1,96.45,53.9 ,76.3 ,76.2 ,95.3 ,33.8 ,69.7 ,77.4 ,52.1 ,115.2 ,69.1 ,80.4 ,83.0 ,86.1 ,47.5 ,42.4 ,25.7 ,97.6 ,65.3 ,64.9 ,49.3 ,80.2 ,47.5 ,49.6 ,54.2 
2011,97.9,67,33.55,108.25,98.1 ,73.2 ,64.6 ,60.9 ,34.0 ,123.8 ,67.5 ,60.6 ,99.9 ,77.8 ,32.9 ,60.4 ,54.1 ,47.7 ,87.1 ,116.6 ,68.1 ,57.8 ,46.3 ,51.3 ,33.1 ,40.6 ,91.3 ,66.8 
2012,28.6,67,21.7,104.95,99.3 ,85.5 ,18.6 ,70.8 ,8.9 ,95.4 ,75.2 ,85.6 ,116.3 ,60.2 ,49.1 ,37.5 ,97.5 ,24.8 ,81.8 ,85.5 ,99.1 ,71.8 ,35.6 ,57.6 ,61.3 ,33.5 ,60.0 ,110.6 
2013,19.1,57,25.1,88.85,34.1 ,78.9 ,61.5 ,38.1 ,35.3 ,47.2 ,82.8 ,76.5 ,89.4 ,63.5 ,37.9 ,23.1 ,53.2 ,65.3 ,144.5 ,40.9 ,28.0 ,56.3 ,82.6 ,63.0 ,24.2 ,26.0 ,41.2 ,88.3 
2014,,70,32.4,111.65,120.4 ,63.9 ,60.7 ,67.4 ,49.1 ,95.0 ,63.6 ,80.6 ,23.7 ,40.2 ,56.4 ,74.7 ,102.9 ,38.9 ,68.4 ,92.6 ,85.7 ,150.2 ,78.7 ,74.4 ,75.4 ,26.2 ,56.2 ,38.6 
2015,,69,27.6,118.8,88.2 ,147.5 ,63.3 ,21.2 ,16.6 ,52.7 ,77.8 ,34.0 ,114.9 ,60.7 ,63.2 ,42.8 ,67.4 ,92.0 ,55.6 ,60.7 ,92.0 ,122.7 ,76.4 ,95.1 ,94.4 ,38.8 ,58.4 ,40.0 
2016,,57,27.95,85.9,51.1 ,90.2 ,44.5 ,43.4 ,42.9 ,53.3 ,59.4 ,79.7 ,82.2 ,62.3 ,16.5 ,42.6 ,72.5 ,88.3 ,39.7 ,31.0 ,64.0 ,54.9 ,56.8 ,47.0 ,83.5 ,70.5 ,77.6 ,24.9 
2017,,52,20.25,76.2,73.8 ,65.0 ,14.6 ,67.8 ,38.1 ,66.0 ,52.9 ,75.5 ,43.4 ,18.1 ,75.5 ,28.0 ,92.6 ,76.9 ,45.8 ,52.9 ,24.3 ,22.4 ,63.0 ,61.1 ,48.5 ,42.6 ,67.8 ,44.7 
2018,,61,30.9,95.35,27.2 ,70.9 ,55.2 ,54.9 ,69.8 ,58.1 ,87.5 ,103.2 ,35.3 ,37.0 ,64.4 ,111.4 ,82.8 ,66.4 ,86.2 ,37.1 ,72.3 ,57.4 ,71.4 ,32.9 ,55.4 ,28.9 ,36.8 ,84.2 
2019,,62,25.75,95.2,28.9 ,71.2 ,89.3 ,23.0 ,62.2 ,63.8 ,37.9 ,52.7 ,79.9 ,58.9 ,70.3 ,58.1 ,68.2 ,36.6 ,76.4 ,54.7 ,97.7 ,75.4 ,121.7 ,61.0 ,79.9 ,92.7 ,18.7 ,28.5 
2020,,66,39.7,92.55,69.2 ,68.1 ,63.1 ,62.5 ,43.8 ,75.8 ,76.9 ,74.4 ,46.1 ,92.0 ,84.0 ,39.6 ,93.1 ,27.8 ,87.0 ,81.6 ,51.8 ,60.8 ,86.8 ,101.0 ,72.9 ,50.9 ,44.7 ,39.8 
2021,,57,25.15,99.35,54.4 ,41.3 ,93.8 ,48.5 ,28.2 ,66.9 ,104.9 ,45.4 ,22.9 ,14.7 ,35.5 ,38.3 ,90.9 ,89.0 ,119.6 ,79.3 ,45.0 ,41.9 ,44.3 ,27.4 ,56.5 ,86.7 ,44.7 ,58.9 
2022,,64,17.55,97,152.0 ,40.6 ,65.4 ,31.7 ,75.1 ,100.1 ,91.9 ,56.9 ,37.5 ,58.0 ,84.0 ,56.3 ,90.8 ,78.9 ,78.9 ,47.6 ,82.4 ,12.3 ,71.9 ,15.9 ,47.8 ,19.2 ,93.9 ,52.7 
2023,,62,25.9,117.3,149.5 ,59.1 ,35.1 ,27.7 ,80.5 ,62.9 ,43.1 ,73.6 ,27.8 ,46.3 ,131.1 ,57.3 ,90.0 ,58.9 ,69.8 ,68.0 ,103.5 ,70.2 ,34.2 ,49.4 ,24.1 ,63.7 ,64.9 ,4.1 
2024,,48,17.3,77.9,45.9 ,40.1 ,39.3 ,44.5 ,61.6 ,71.2 ,32.0 ,62.3 ,40.0 ,14.9 ,19.7 ,41.4 ,73.7 ,23.8 ,45.4 ,57.8 ,51.2 ,9.9 ,71.0 ,82.1 ,132.7 ,28.3 ,25.8 ,42.4 
2025,,61,22.25,96.2,25.5 ,22.2 ,101.8 ,74.1 ,51.5 ,118.6 ,77.8 ,83.9 ,67.8 ,73.3 ,90.6 ,74.1 ,57.3 ,22.3 ,57.2 ,50.4 ,18.7 ,39.7 ,83.0 ,47.2 ,73.1 ,41.7 ,73.6 ,53.1 
2026,,63,32.25,89.6,65.0 ,60.7 ,17.6 ,87.7 ,54.6 ,74.1 ,63.9 ,52.0 ,62.0 ,57.1 ,71.1 ,69.5 ,66.1 ,91.5 ,80.8 ,58.8 ,84.6 ,96.5 ,69.3 ,59.7 ,39.2 ,75.1 ,47.7 ,25.3 
2027,,56,32.25,88.25,69.8 ,48.3 ,37.7 ,58.8 ,89.6 ,33.1 ,94.9 ,71.2 ,86.9 ,52.1 ,45.0 ,51.5 ,46.3 ,58.0 ,31.4 ,83.7 ,68.4 ,53.9 ,54.3 ,33.1 ,28.1 ,52.2 ,80.6 ,35.5 
2028,,65,30.05,120.5,94.8 ,59.7 ,91.7 ,36.7 ,27.7 ,74.7 ,124.4 ,41.9 ,129.3 ,76.5 ,52.9 ,50.3 ,73.3 ,76.3 ,51.7 ,32.4 ,6.3 ,36.7 ,70.8 ,69.5 ,36.3 ,93.8 ,40.6 ,116.6 
2029,,73,35.6,129.95,110.1 ,67.8 ,66.1 ,136.0 ,82.0 ,36.7 ,34.5 ,60.9 ,126.7 ,50.9 ,42.2 ,45.9 ,129.0 ,42.6 ,69.3 ,43.7 ,57.0 ,33.0 ,130.9 ,76.8 ,99.0 ,69.7 ,55.8 ,92.7 
2030,,61,14.05,102.05,123.2 ,0.3 ,55.4 ,72.1 ,50.3 ,80.5 ,74.8 ,17.8 ,10.3 ,53.9 ,99.1 ,84.1 ,84.0 ,47.3 ,82.4 ,66.7 ,37.9 ,49.9 ,47.8 ,71.0 ,37.2 ,105.0 ,48.7 ,65.8 
2031,,66,26.25,104.15,70.9 ,30.2 ,65.4 ,91.1 ,77.5 ,14.4 ,37.6 ,40.1 ,94.7 ,26.8 ,53.8 ,87.3 ,103.3 ,125.7 ,58.5 ,73.2 ,45.0 ,25.7 ,99.0 ,37.6 ,68.8 ,101.1 ,105.0 ,72.8 
2032,,65,34.4,119.15,28.0 ,68.8 ,32.0 ,40.8 ,77.6 ,59.8 ,64.9 ,38.2 ,88.1 ,51.3 ,122.3 ,57.7 ,56.5 ,120.1 ,92.8 ,118.2 ,36.8 ,51.7 ,55.2 ,100.9 ,54.1 ,41.9 ,43.1 ,58.4 
2033,,69,31.95,99.3,67.3 ,94.4 ,34.1 ,47.7 ,87.0 ,62.8 ,29.4 ,89.8 ,106.5 ,77.3 ,29.8 ,60.8 ,70.4 ,97.1 ,63.1 ,87.4 ,58.4 ,61.5 ,43.2 ,66.2 ,91.9 ,99.6 ,99.0 ,46.4 
