Year,Historical,Ensemble,10th percentile,90th percentile,MIROC-ESM-CHEM ,NorESM1-ME ,HadGEM2-ES ,FGOALS-g2 ,GFDL-ESM2M ,IPSL-CM5A-MR ,MRI-CGCM3 ,HadGEM2-AO ,CSIRO-Mk3-6-0 ,MPI-ESM-LR ,NorESM1-M ,BNU-ESM ,GFDL-ESM2G ,MIROC5 ,GFDL-CM3 ,MIROC-ESM ,bcc-csm1-1 ,CNRM-CM5 ,CCSM4 ,CanESM2 ,CESM1-CAM5 ,bcc-csm1-1-m ,IPSL-CM5A-LR ,MPI-ESM-MR 
1960,91.9,70,26.4,125.1,78.3 ,59.8 ,45.2 ,45.1 ,48.7 ,49.8 ,97.7 ,63.5 ,100.9 ,17.9 ,90.7 ,37.6 ,34.9 ,41.2 ,54.4 ,67.9 ,138.9 ,70.0 ,43.1 ,111.3 ,15.9 ,110.1 ,186.1 ,75.3 
1961,75.5,47,26.6,66.4,53.7 ,52.8 ,67.7 ,55.6 ,56.4 ,56.1 ,37.4 ,42.8 ,54.5 ,47.4 ,57.8 ,36.4 ,38.2 ,19.3 ,26.2 ,45.6 ,91.8 ,27.0 ,65.1 ,39.5 ,41.6 ,49.1 ,54.8 ,31.3 
1962,70.1,58,30.2,90.75,45.7 ,36.8 ,55.3 ,45.2 ,30.2 ,58.3 ,71.8 ,62.7 ,72.4 ,52.3 ,57.8 ,58.7 ,86.8 ,13.2 ,38.5 ,62.3 ,89.8 ,69.7 ,91.7 ,58.8 ,101.2 ,45.7 ,79.4 ,30.2 
1963,23.5,59,20.9,101,76.5 ,26.7 ,58.0 ,103.5 ,56.3 ,26.9 ,98.5 ,75.1 ,126.9 ,63.7 ,66.1 ,15.2 ,88.0 ,63.5 ,52.4 ,58.2 ,20.6 ,60.1 ,75.0 ,39.9 ,72.1 ,32.0 ,44.4 ,21.2 
1964,27.6,51,26.7,82.75,55.6 ,35.3 ,55.5 ,55.1 ,79.1 ,94.6 ,39.4 ,67.2 ,59.0 ,52.8 ,47.0 ,50.0 ,49.0 ,45.6 ,33.5 ,86.4 ,23.3 ,30.1 ,17.6 ,39.7 ,46.2 ,59.2 ,41.5 ,67.2 
1965,89.6,54,29.45,87.9,55.2 ,27.8 ,46.1 ,38.3 ,48.4 ,79.9 ,35.1 ,68.2 ,82.2 ,54.6 ,52.4 ,30.8 ,40.6 ,96.6 ,30.0 ,49.3 ,28.9 ,50.4 ,91.9 ,38.4 ,73.0 ,39.6 ,83.9 ,53.9 
1966,49.1,43,17,73.7,29.8 ,73.2 ,65.0 ,17.5 ,49.0 ,18.9 ,60.4 ,95.1 ,27.5 ,16.5 ,24.0 ,27.5 ,68.9 ,20.6 ,11.5 ,36.8 ,46.3 ,61.0 ,53.9 ,32.5 ,29.3 ,74.2 ,33.9 ,73.1 
1967,32,56,27.7,86.4,68.2 ,73.6 ,45.8 ,36.7 ,32.8 ,58.2 ,46.5 ,66.3 ,22.6 ,49.3 ,51.1 ,42.2 ,79.1 ,45.6 ,80.0 ,43.2 ,47.9 ,81.4 ,38.4 ,77.2 ,107.9 ,42.8 ,20.6 ,91.4 
1968,12.9,54,23.3,90.6,64.5 ,35.7 ,47.8 ,60.8 ,45.2 ,13.9 ,23.6 ,51.2 ,43.3 ,48.1 ,76.5 ,60.5 ,40.3 ,83.1 ,72.2 ,35.4 ,46.5 ,108.7 ,98.0 ,26.7 ,57.1 ,66.2 ,83.2 ,23.0 
1969,15.5,55,24.4,91.9,43.4 ,34.0 ,45.2 ,94.6 ,47.3 ,26.9 ,66.0 ,62.7 ,136.8 ,13.4 ,89.2 ,51.5 ,54.6 ,49.3 ,78.6 ,30.1 ,58.3 ,32.6 ,34.2 ,21.9 ,71.9 ,76.3 ,45.1 ,68.0 
1970,37.2,49,25.2,84.9,44.0 ,48.3 ,50.9 ,41.4 ,73.0 ,32.5 ,25.7 ,32.2 ,87.5 ,71.1 ,11.2 ,24.7 ,39.1 ,38.6 ,56.4 ,43.0 ,43.5 ,25.7 ,59.3 ,55.1 ,53.8 ,82.3 ,34.5 ,105.5 
1971,91.3,48,13.75,80.5,109.9 ,61.6 ,76.5 ,63.1 ,51.4 ,82.3 ,64.6 ,63.2 ,78.7 ,13.3 ,18.0 ,50.7 ,47.1 ,23.7 ,15.1 ,48.4 ,32.4 ,14.2 ,67.4 ,36.1 ,10.5 ,40.9 ,51.2 ,45.2 
1972,69.8,48,22.35,81,61.6 ,32.0 ,36.8 ,39.8 ,40.7 ,41.0 ,46.7 ,20.5 ,48.2 ,24.2 ,38.8 ,33.9 ,39.1 ,52.1 ,86.0 ,42.0 ,53.5 ,71.0 ,111.3 ,60.6 ,52.6 ,76.0 ,11.7 ,37.0 
1973,36.2,56,32.35,76.85,58.4 ,62.2 ,36.1 ,39.3 ,35.2 ,14.8 ,34.9 ,53.1 ,77.9 ,62.5 ,64.9 ,70.7 ,37.7 ,67.8 ,44.4 ,48.8 ,75.8 ,46.2 ,70.3 ,29.8 ,123.7 ,67.3 ,69.0 ,56.5 
1974,51.4,52,25.9,86.35,39.5 ,87.1 ,49.5 ,24.6 ,85.6 ,89.6 ,55.7 ,74.8 ,46.0 ,65.1 ,44.6 ,54.4 ,33.7 ,30.7 ,27.2 ,21.8 ,49.2 ,45.1 ,84.6 ,81.2 ,29.8 ,31.1 ,37.4 ,62.9 
1975,74.1,45,16.6,68.45,31.8 ,61.2 ,12.6 ,26.0 ,19.5 ,53.9 ,30.9 ,44.8 ,34.7 ,61.7 ,56.7 ,68.1 ,41.1 ,53.1 ,13.7 ,56.2 ,35.0 ,58.1 ,69.3 ,68.8 ,59.3 ,45.2 ,50.8 ,31.7 
1976,53.7,56,22.15,93.1,47.4 ,26.1 ,89.5 ,72.0 ,52.5 ,56.9 ,87.4 ,28.6 ,82.2 ,111.4 ,69.8 ,96.7 ,38.7 ,18.2 ,76.4 ,17.9 ,40.9 ,30.5 ,59.5 ,63.9 ,30.4 ,85.6 ,45.5 ,36.6 
1977,32.2,60,31.65,87.9,69.0 ,49.4 ,81.1 ,49.2 ,63.6 ,51.4 ,76.1 ,70.6 ,18.4 ,77.8 ,59.3 ,34.5 ,48.3 ,47.1 ,53.6 ,89.3 ,86.5 ,53.6 ,57.0 ,78.5 ,41.2 ,99.1 ,28.8 ,69.0 
1978,18.5,51,27.95,80.5,47.3 ,52.5 ,79.1 ,40.6 ,32.1 ,70.8 ,53.9 ,27.9 ,34.0 ,52.8 ,44.8 ,58.6 ,95.2 ,69.7 ,54.3 ,35.4 ,42.4 ,50.1 ,45.2 ,27.5 ,45.3 ,81.9 ,63.5 ,28.0 
1979,34.4,55,20,94.5,79.9 ,76.3 ,93.8 ,57.4 ,15.2 ,31.4 ,103.0 ,88.5 ,53.5 ,60.0 ,43.4 ,46.6 ,39.9 ,35.3 ,31.9 ,95.2 ,82.2 ,25.5 ,24.8 ,61.3 ,58.2 ,12.0 ,75.9 ,46.9 
1980,25.9,56,33.35,79.2,59.9 ,52.7 ,68.7 ,48.4 ,58.8 ,60.9 ,71.5 ,36.7 ,39.3 ,28.1 ,65.0 ,65.1 ,50.7 ,45.4 ,78.6 ,34.7 ,59.3 ,102.7 ,32.8 ,50.3 ,33.9 ,70.1 ,64.8 ,79.8 
1981,78.3,55,29.8,88.7,74.0 ,57.6 ,41.3 ,58.9 ,30.2 ,53.3 ,96.3 ,55.9 ,50.6 ,57.2 ,81.1 ,64.0 ,80.0 ,49.9 ,46.0 ,68.0 ,42.1 ,97.9 ,47.9 ,40.4 ,19.8 ,46.0 ,29.4 ,33.6 
1982,35.6,52,21.35,93.05,89.4 ,24.3 ,89.1 ,15.8 ,45.4 ,52.2 ,28.4 ,18.4 ,56.9 ,96.7 ,76.5 ,46.2 ,110.3 ,49.8 ,31.7 ,51.1 ,54.6 ,51.3 ,40.0 ,45.4 ,57.1 ,33.8 ,46.4 ,50.6 
1983,43.1,56,33.45,92.6,53.9 ,55.9 ,39.7 ,86.2 ,58.4 ,57.2 ,47.6 ,82.3 ,58.6 ,42.8 ,99.0 ,53.6 ,35.2 ,10.2 ,112.9 ,59.9 ,31.7 ,39.0 ,56.0 ,52.0 ,55.3 ,75.4 ,36.4 ,66.3 
1984,80.9,46,31.45,66.05,46.3 ,49.3 ,42.9 ,33.9 ,60.1 ,53.2 ,66.6 ,16.2 ,40.4 ,32.2 ,58.8 ,70.4 ,65.5 ,41.6 ,30.7 ,47.5 ,32.3 ,61.5 ,50.8 ,49.6 ,46.6 ,37.0 ,54.0 ,36.6 
1985,88.7,50,20.35,95.35,42.3 ,42.4 ,15.5 ,43.8 ,30.8 ,95.2 ,88.4 ,57.1 ,39.6 ,53.0 ,35.4 ,45.6 ,67.4 ,95.5 ,18.3 ,57.5 ,40.0 ,103.2 ,64.0 ,31.6 ,47.3 ,26.8 ,22.4 ,58.7 
1986,40.4,51,15.95,97.35,63.1 ,27.8 ,83.1 ,13.5 ,40.2 ,19.2 ,17.6 ,51.5 ,89.3 ,21.0 ,43.8 ,80.7 ,64.7 ,118.3 ,40.2 ,59.6 ,51.6 ,35.2 ,105.4 ,45.7 ,14.3 ,46.7 ,39.9 ,59.5 
1987,18.9,60,23.55,99.15,26.3 ,74.6 ,40.4 ,76.0 ,90.9 ,87.4 ,49.8 ,20.2 ,42.8 ,32.4 ,100.6 ,37.7 ,48.3 ,143.0 ,44.4 ,83.1 ,97.7 ,20.8 ,42.3 ,42.5 ,58.1 ,73.3 ,53.7 ,76.1 
1988,60.4,53,25.3,90.85,44.5 ,24.6 ,61.8 ,89.0 ,55.7 ,44.4 ,18.8 ,92.7 ,40.1 ,31.1 ,74.2 ,82.6 ,26.9 ,59.3 ,46.1 ,86.3 ,30.6 ,29.2 ,26.0 ,122.2 ,32.8 ,64.2 ,64.8 ,45.2 
1989,29,65,29.65,104.3,39.4 ,117.6 ,109.0 ,84.7 ,30.3 ,22.4 ,86.3 ,90.2 ,97.5 ,77.9 ,73.3 ,29.0 ,54.9 ,51.2 ,38.9 ,73.5 ,36.6 ,63.0 ,53.1 ,48.2 ,64.8 ,99.6 ,45.6 ,88.5 
1990,84.2,45,20.8,68.15,60.6 ,18.6 ,48.6 ,62.2 ,56.1 ,42.5 ,38.5 ,71.1 ,7.8 ,29.2 ,28.9 ,45.0 ,38.7 ,54.8 ,54.6 ,54.1 ,52.8 ,26.2 ,41.9 ,23.0 ,49.7 ,65.2 ,88.1 ,28.7 
1991,31.1,55,29.75,84.35,27.8 ,32.0 ,85.0 ,32.1 ,59.8 ,53.0 ,90.5 ,48.5 ,44.8 ,44.0 ,65.5 ,43.8 ,81.5 ,63.1 ,70.7 ,69.9 ,83.6 ,23.1 ,45.9 ,31.7 ,46.1 ,52.5 ,56.5 ,83.7 
1992,45.7,48,17.65,85.4,42.8 ,54.2 ,33.8 ,69.8 ,63.0 ,55.8 ,35.0 ,48.3 ,19.8 ,90.5 ,50.6 ,15.5 ,8.7 ,68.2 ,80.3 ,52.4 ,56.4 ,61.2 ,21.6 ,30.5 ,97.6 ,24.6 ,28.5 ,60.5 
1993,42.7,53,19,88.95,50.7 ,69.5 ,41.1 ,88.4 ,81.3 ,89.5 ,62.6 ,62.2 ,21.3 ,30.7 ,67.9 ,55.6 ,106.7 ,14.7 ,37.3 ,50.9 ,53.2 ,61.7 ,47.0 ,18.8 ,60.2 ,43.1 ,45.0 ,19.2 
1994,32.4,56,33.65,83.9,64.7 ,83.1 ,35.5 ,80.5 ,69.3 ,40.5 ,76.3 ,31.9 ,51.4 ,48.2 ,35.4 ,84.7 ,52.0 ,51.8 ,108.6 ,42.9 ,50.0 ,58.4 ,38.7 ,37.8 ,71.7 ,55.7 ,27.2 ,63.4 
1995,28.3,48,18.75,92.35,69.7 ,61.6 ,49.4 ,73.4 ,141.7 ,16.4 ,28.2 ,24.4 ,25.8 ,50.8 ,48.3 ,23.9 ,63.9 ,34.2 ,31.6 ,54.7 ,24.6 ,19.7 ,27.5 ,102.4 ,63.4 ,17.8 ,33.3 ,82.3 
1996,47.4,50,20.3,75.2,50.8 ,94.5 ,18.1 ,36.3 ,21.7 ,39.8 ,37.9 ,78.1 ,43.1 ,67.2 ,18.9 ,72.3 ,52.7 ,37.8 ,31.4 ,39.3 ,64.2 ,59.3 ,61.4 ,50.2 ,35.6 ,72.2 ,57.2 ,59.3 
1997,85.2,49,17.75,92.85,42.0 ,33.4 ,13.9 ,21.6 ,65.5 ,21.6 ,29.3 ,68.4 ,40.5 ,76.4 ,93.1 ,35.4 ,22.0 ,92.6 ,12.9 ,50.2 ,28.6 ,49.5 ,103.8 ,36.2 ,51.3 ,48.0 ,87.8 ,54.5 
1998,51.9,45,17.4,98.3,19.9 ,37.8 ,24.1 ,20.8 ,102.0 ,29.3 ,21.7 ,47.9 ,32.1 ,52.5 ,57.3 ,55.2 ,14.9 ,20.7 ,96.2 ,100.4 ,33.8 ,29.4 ,13.1 ,56.7 ,33.7 ,77.9 ,57.8 ,47.1 
1999,31.5,54,20.7,104.15,37.1 ,105.3 ,20.9 ,20.3 ,68.3 ,103.0 ,70.1 ,85.5 ,33.2 ,43.7 ,26.2 ,34.7 ,41.6 ,20.5 ,37.3 ,63.2 ,82.6 ,53.1 ,35.4 ,113.5 ,70.3 ,40.1 ,51.7 ,37.3 
2000,47.7,55,12.35,96,49.1 ,78.6 ,97.8 ,11.7 ,82.2 ,64.0 ,17.7 ,75.6 ,7.6 ,116.0 ,46.7 ,90.7 ,63.2 ,35.1 ,32.1 ,46.6 ,47.0 ,94.2 ,13.0 ,64.2 ,29.1 ,67.6 ,82.0 ,19.5 
2001,70.9,52,27.45,81.95,56.5 ,67.6 ,59.8 ,44.7 ,55.5 ,47.2 ,107.2 ,33.7 ,41.3 ,41.4 ,29.5 ,41.0 ,19.7 ,78.0 ,32.8 ,25.4 ,52.8 ,68.5 ,55.7 ,85.9 ,60.4 ,48.7 ,49.5 ,65.5 
2002,35,59,30.1,92.95,74.6 ,55.1 ,49.5 ,86.1 ,44.0 ,72.9 ,57.5 ,63.1 ,94.2 ,50.8 ,34.1 ,58.9 ,56.6 ,63.7 ,95.2 ,83.2 ,78.9 ,36.5 ,26.1 ,43.0 ,91.7 ,5.3 ,35.0 ,62.9 
2003,52.4,56,23.9,96.6,76.6 ,34.7 ,61.8 ,80.1 ,27.0 ,38.9 ,20.8 ,28.0 ,105.4 ,44.0 ,69.4 ,94.0 ,40.1 ,82.4 ,62.9 ,41.7 ,27.9 ,9.0 ,79.7 ,45.2 ,91.9 ,99.2 ,57.7 ,47.5 
2004,28.9,45,19.2,79.3,37.6 ,16.1 ,74.6 ,19.3 ,27.2 ,47.8 ,38.9 ,31.9 ,92.4 ,19.1 ,37.4 ,41.8 ,60.8 ,65.4 ,64.0 ,67.2 ,38.3 ,39.4 ,25.7 ,46.9 ,38.4 ,84.0 ,27.0 ,44.8 
2005,69.1,53,24.2,87.15,54.4 ,86.0 ,47.0 ,61.6 ,40.5 ,22.1 ,28.5 ,26.3 ,81.3 ,88.3 ,26.8 ,51.3 ,18.9 ,44.7 ,91.1 ,58.8 ,30.4 ,48.5 ,76.8 ,57.3 ,73.7 ,48.0 ,83.5 ,32.8 
2006,71.5,56,30.8,78.15,40.0 ,48.4 ,33.2 ,76.3 ,76.0 ,53.5 ,62.3 ,28.8 ,65.9 ,73.7 ,37.6 ,31.5 ,57.0 ,70.6 ,58.5 ,30.1 ,34.8 ,71.6 ,79.9 ,54.5 ,76.4 ,36.2 ,89.8 ,72.8 
2007,35,60,28.4,99.35,73.0 ,106.0 ,47.1 ,80.8 ,54.7 ,63.4 ,71.9 ,56.4 ,62.1 ,54.8 ,67.2 ,28.4 ,96.4 ,102.3 ,53.5 ,30.2 ,68.1 ,94.6 ,34.2 ,26.6 ,36.5 ,51.9 ,28.4 ,65.9 
2008,81.1,64,33.8,98.05,63.6 ,58.6 ,146.5 ,72.6 ,54.9 ,79.0 ,45.6 ,34.4 ,69.4 ,45.4 ,62.1 ,62.0 ,53.9 ,92.3 ,103.8 ,61.9 ,53.2 ,70.5 ,86.8 ,53.4 ,61.6 ,26.8 ,63.2 ,33.2 
2009,61.1,54,20.65,94.35,48.4 ,44.3 ,72.2 ,50.9 ,14.3 ,54.6 ,57.9 ,39.4 ,14.5 ,71.2 ,56.4 ,70.5 ,78.0 ,45.8 ,94.5 ,26.8 ,94.2 ,31.2 ,48.3 ,69.8 ,43.3 ,28.3 ,100.6 ,54.6 
2010,31.5,59,29.2,89.85,59.2 ,54.9 ,65.1 ,64.6 ,37.7 ,100.7 ,46.7 ,28.9 ,79.0 ,77.9 ,67.3 ,29.5 ,154.8 ,32.8 ,57.2 ,64.4 ,77.6 ,71.2 ,44.0 ,63.1 ,27.8 ,34.1 ,41.3 ,55.7 
2011,45.5,59,27.45,97.65,90.0 ,68.5 ,34.1 ,93.4 ,27.9 ,57.3 ,42.2 ,53.4 ,61.3 ,113.4 ,43.8 ,55.6 ,35.6 ,27.0 ,61.9 ,58.8 ,101.9 ,86.1 ,70.0 ,58.3 ,25.6 ,49.3 ,28.9 ,79.5 
2012,28.7,63,39.8,102.05,109.6 ,52.4 ,37.9 ,46.8 ,89.9 ,56.3 ,55.2 ,48.5 ,119.3 ,92.5 ,52.1 ,43.1 ,73.2 ,40.1 ,76.1 ,45.6 ,39.5 ,78.8 ,54.9 ,45.9 ,66.8 ,58.4 ,94.5 ,48.9 
2013,86.3,64,32.1,106.6,129.1 ,55.4 ,66.2 ,68.6 ,63.5 ,81.8 ,40.4 ,16.1 ,63.9 ,71.5 ,72.0 ,64.6 ,61.0 ,63.3 ,37.3 ,46.9 ,79.6 ,97.2 ,116.0 ,43.8 ,27.8 ,86.7 ,61.3 ,36.4 
2014,,58,31.9,98.1,53.4 ,34.9 ,58.3 ,78.7 ,44.9 ,43.9 ,60.7 ,34.1 ,37.6 ,75.6 ,40.3 ,51.1 ,113.5 ,17.1 ,64.6 ,88.0 ,41.2 ,79.3 ,73.1 ,108.2 ,68.1 ,65.4 ,36.2 ,29.7 
2015,,61,28.25,105.9,103.0 ,48.6 ,108.4 ,48.9 ,81.8 ,45.7 ,16.5 ,103.4 ,51.0 ,80.6 ,41.4 ,40.0 ,101.7 ,79.8 ,29.3 ,74.6 ,47.7 ,30.1 ,48.0 ,27.2 ,114.7 ,68.8 ,56.2 ,35.5 
2016,,58,20.75,114.5,23.9 ,22.7 ,66.9 ,45.5 ,82.0 ,30.9 ,10.9 ,104.9 ,23.4 ,31.1 ,113.5 ,27.1 ,115.5 ,71.2 ,41.1 ,65.7 ,18.8 ,67.1 ,43.5 ,68.5 ,40.8 ,119.1 ,67.5 ,97.8 
2017,,56,22.2,87.95,48.7 ,13.4 ,29.5 ,49.2 ,65.9 ,77.2 ,16.1 ,35.8 ,89.2 ,75.6 ,55.1 ,86.7 ,130.4 ,76.0 ,61.4 ,45.9 ,63.2 ,37.4 ,28.3 ,30.5 ,43.4 ,40.5 ,80.6 ,79.6 
2018,,66,27.15,96.2,75.2 ,76.4 ,92.5 ,64.6 ,123.0 ,62.0 ,71.5 ,91.4 ,15.0 ,96.7 ,20.9 ,33.4 ,87.8 ,59.3 ,35.1 ,44.3 ,95.7 ,65.0 ,51.6 ,68.9 ,57.5 ,90.4 ,55.3 ,61.5 
2019,,70,28.6,112,46.6 ,60.1 ,108.6 ,93.9 ,94.4 ,76.1 ,89.9 ,21.2 ,82.5 ,115.4 ,77.6 ,72.3 ,73.1 ,26.4 ,73.0 ,42.2 ,63.5 ,78.2 ,44.4 ,32.3 ,76.1 ,30.8 ,136.1 ,81.9 
2020,,56,28.15,104.3,57.6 ,39.4 ,66.4 ,42.7 ,58.1 ,24.9 ,92.5 ,52.7 ,64.1 ,89.0 ,65.2 ,37.1 ,47.2 ,31.4 ,116.1 ,47.1 ,38.6 ,10.2 ,125.9 ,44.0 ,54.0 ,35.6 ,37.2 ,67.7 
2021,,57,31.65,83.15,47.5 ,113.6 ,76.2 ,25.8 ,40.8 ,53.0 ,65.0 ,55.6 ,28.5 ,44.1 ,39.8 ,58.2 ,84.6 ,68.3 ,45.8 ,48.2 ,34.8 ,81.7 ,65.9 ,40.8 ,74.5 ,48.2 ,65.2 ,81.3 
2022,,61,27.1,96.45,25.1 ,54.9 ,29.1 ,32.9 ,88.7 ,66.6 ,48.6 ,31.3 ,81.5 ,54.4 ,49.1 ,95.4 ,68.7 ,37.4 ,90.2 ,97.5 ,98.7 ,43.6 ,77.8 ,91.0 ,70.6 ,69.4 ,54.8 ,17.7 
2023,,60,28.3,121.85,91.8 ,32.6 ,40.4 ,43.9 ,41.9 ,58.9 ,52.2 ,52.4 ,28.3 ,38.3 ,77.1 ,18.3 ,119.8 ,31.3 ,42.8 ,89.2 ,36.3 ,161.0 ,28.3 ,31.7 ,44.2 ,123.9 ,69.3 ,97.8 
2024,,65,31.1,106.4,105.1 ,78.3 ,78.4 ,63.4 ,107.7 ,47.4 ,34.0 ,24.8 ,71.2 ,73.5 ,75.3 ,30.4 ,57.4 ,60.1 ,91.0 ,69.1 ,31.9 ,42.2 ,68.6 ,68.3 ,49.8 ,80.2 ,125.2 ,31.8 
2025,,62,32.4,99.1,13.8 ,40.3 ,41.0 ,89.7 ,60.7 ,43.3 ,54.8 ,47.1 ,120.9 ,89.4 ,85.9 ,79.6 ,53.6 ,73.7 ,54.8 ,56.2 ,98.6 ,45.8 ,61.4 ,45.5 ,70.9 ,26.5 ,99.6 ,38.3 
2026,,58,19.2,101.2,29.2 ,53.9 ,65.8 ,60.6 ,100.1 ,73.1 ,68.5 ,36.6 ,79.4 ,69.9 ,68.5 ,59.3 ,50.0 ,70.0 ,58.2 ,83.8 ,41.7 ,50.8 ,13.8 ,105.5 ,12.6 ,24.6 ,25.5 ,102.3 
2027,,64,36.05,100.2,87.0 ,76.2 ,42.2 ,43.7 ,68.6 ,19.6 ,60.5 ,68.7 ,60.6 ,46.8 ,62.4 ,70.1 ,92.7 ,44.4 ,48.7 ,109.5 ,51.3 ,98.6 ,45.3 ,74.6 ,68.6 ,29.9 ,101.8 ,63.9 
2028,,57,21.95,96.75,61.2 ,62.5 ,53.2 ,26.5 ,79.2 ,106.6 ,60.1 ,59.9 ,8.0 ,67.2 ,49.8 ,70.0 ,23.8 ,110.3 ,66.7 ,48.7 ,20.1 ,64.8 ,41.0 ,49.3 ,59.1 ,86.9 ,41.2 ,55.8 
2029,,63,36.1,101.85,34.8 ,49.5 ,46.5 ,47.9 ,57.7 ,39.2 ,95.4 ,31.4 ,65.9 ,89.2 ,108.3 ,82.0 ,76.3 ,116.1 ,61.8 ,69.6 ,81.7 ,57.7 ,49.0 ,37.4 ,38.4 ,48.4 ,67.9 ,67.6 
2030,,64,31.45,114.3,47.7 ,49.0 ,94.3 ,46.3 ,58.9 ,59.7 ,121.6 ,133.8 ,39.0 ,83.2 ,85.7 ,107.0 ,42.4 ,34.0 ,59.6 ,76.4 ,40.8 ,41.9 ,77.3 ,55.3 ,77.9 ,13.6 ,68.0 ,28.9 
2031,,58,26.35,92,65.3 ,77.1 ,93.1 ,57.4 ,38.3 ,7.4 ,23.9 ,76.7 ,78.1 ,64.5 ,28.8 ,49.5 ,50.9 ,57.1 ,39.9 ,82.9 ,46.8 ,66.4 ,58.2 ,90.9 ,37.3 ,70.7 ,108.2 ,44.7 
2032,,61,25.7,99.5,86.5 ,73.8 ,63.0 ,58.1 ,97.1 ,28.4 ,36.7 ,48.2 ,9.0 ,66.3 ,23.1 ,42.3 ,75.5 ,28.5 ,116.4 ,61.8 ,82.2 ,83.8 ,87.7 ,28.3 ,67.6 ,101.9 ,60.9 ,53.3 
2033,,57,25.05,111.6,111.6 ,36.3 ,46.4 ,18.1 ,117.3 ,51.6 ,45.2 ,66.4 ,54.8 ,42.0 ,42.4 ,111.6 ,57.7 ,36.7 ,46.3 ,43.8 ,68.2 ,90.4 ,55.2 ,95.4 ,32.5 ,64.3 ,17.3 ,32.0 
