Year,Historical,Ensemble,10th percentile,90th percentile,MIROC-ESM-CHEM ,NorESM1-ME ,HadGEM2-ES ,FGOALS-g2 ,GFDL-ESM2M ,IPSL-CM5A-MR ,MRI-CGCM3 ,HadGEM2-AO ,CSIRO-Mk3-6-0 ,MPI-ESM-LR ,NorESM1-M ,BNU-ESM ,GFDL-ESM2G ,MIROC5 ,GFDL-CM3 ,MIROC-ESM ,bcc-csm1-1 ,CNRM-CM5 ,CCSM4 ,CanESM2 ,CESM1-CAM5 ,bcc-csm1-1-m ,IPSL-CM5A-LR ,MPI-ESM-MR 
1960,11.9,70,25.4,132.25,84.1 ,15.8 ,70.6 ,153.5 ,33.2 ,81.1 ,89.0 ,70.9 ,49.0 ,23.6 ,53.9 ,65.4 ,46.3 ,107.4 ,74.9 ,111.0 ,27.2 ,48.8 ,58.7 ,58.5 ,75.9 ,87.0 ,171.3 ,31.6 
1961,23,70,33.5,119.8,71.5 ,67.2 ,77.3 ,108.4 ,101.5 ,76.3 ,52.7 ,34.8 ,99.5 ,96.4 ,50.4 ,57.3 ,52.5 ,137.9 ,38.6 ,79.1 ,76.9 ,74.8 ,131.2 ,24.3 ,32.2 ,39.0 ,56.4 ,55.7 
1962,113.5,77,29.25,129.6,144.6 ,95.4 ,96.2 ,77.6 ,33.6 ,52.5 ,24.9 ,8.2 ,44.6 ,105.7 ,111.5 ,46.2 ,47.5 ,71.4 ,153.3 ,98.6 ,70.5 ,93.2 ,92.1 ,43.6 ,60.9 ,114.6 ,82.1 ,95.7 
1963,36.1,70,39.35,101.85,61.4 ,56.5 ,89.0 ,48.0 ,58.0 ,92.2 ,81.4 ,55.3 ,31.7 ,66.3 ,31.8 ,46.9 ,83.9 ,46.9 ,58.9 ,51.8 ,93.3 ,93.2 ,75.9 ,65.4 ,76.2 ,151.1 ,110.4 ,58.2 
1964,14.2,75,26.2,132.65,59.5 ,36.8 ,74.3 ,57.0 ,67.2 ,100.0 ,103.9 ,52.3 ,67.6 ,156.0 ,29.4 ,58.7 ,115.0 ,21.0 ,66.9 ,92.8 ,56.0 ,81.9 ,93.8 ,118.5 ,65.8 ,23.0 ,146.8 ,71.5 
1965,56.6,77,43.35,125.55,56.3 ,74.2 ,85.3 ,61.7 ,147.9 ,90.8 ,76.9 ,108.0 ,48.5 ,73.1 ,100.9 ,85.6 ,45.9 ,41.2 ,60.2 ,74.1 ,36.6 ,61.7 ,45.5 ,65.8 ,102.8 ,143.1 ,62.8 ,100.6 
1966,65,72,25.05,122.6,27.1 ,52.8 ,52.3 ,50.0 ,102.7 ,115.9 ,97.1 ,98.7 ,95.6 ,75.2 ,31.1 ,11.7 ,86.7 ,141.0 ,23.0 ,33.6 ,129.3 ,104.8 ,96.2 ,46.6 ,90.8 ,78.0 ,61.7 ,42.2 
1967,82,74,39.7,118.8,128.8 ,86.4 ,57.1 ,57.7 ,46.3 ,68.5 ,82.4 ,40.4 ,23.2 ,47.9 ,80.9 ,56.3 ,41.7 ,79.4 ,39.0 ,88.0 ,84.0 ,145.3 ,87.4 ,108.8 ,69.8 ,74.1 ,74.5 ,108.7 
1968,80,88,45.05,162.8,86.6 ,106.8 ,49.3 ,82.3 ,39.1 ,179.9 ,62.2 ,72.8 ,86.7 ,112.4 ,64.4 ,79.6 ,54.8 ,137.9 ,40.8 ,54.9 ,72.4 ,119.5 ,51.2 ,55.2 ,69.7 ,145.7 ,203.4 ,89.8 
1969,17.8,76,19.45,128.85,69.2 ,59.3 ,130.6 ,115.8 ,53.4 ,19.0 ,66.2 ,122.9 ,92.3 ,48.1 ,86.2 ,60.6 ,77.1 ,18.9 ,86.2 ,65.4 ,127.1 ,72.0 ,188.9 ,52.2 ,86.7 ,34.6 ,19.9 ,77.5 
1970,68.6,67,28.8,109.25,84.7 ,42.6 ,61.2 ,92.5 ,106.7 ,111.8 ,51.0 ,65.3 ,62.7 ,50.0 ,38.8 ,101.6 ,82.0 ,131.3 ,15.4 ,76.7 ,37.9 ,19.7 ,59.4 ,74.0 ,81.4 ,50.4 ,47.1 ,83.9 
1971,44.3,77,29.65,133.5,164.0 ,68.6 ,54.8 ,65.6 ,119.2 ,30.9 ,101.5 ,90.8 ,28.4 ,45.8 ,55.7 ,101.7 ,98.9 ,87.9 ,16.8 ,109.3 ,147.8 ,89.5 ,59.8 ,66.8 ,79.1 ,66.2 ,43.3 ,59.3 
1972,64.4,76,36.55,136.75,58.3 ,39.4 ,33.7 ,109.5 ,66.9 ,82.7 ,44.7 ,149.9 ,19.8 ,63.5 ,58.2 ,78.6 ,40.4 ,96.4 ,69.2 ,101.6 ,39.6 ,161.1 ,118.1 ,60.7 ,89.4 ,45.8 ,82.3 ,123.6 
1973,43.6,62,22.55,122.1,40.3 ,35.3 ,40.2 ,63.2 ,49.2 ,58.0 ,32.9 ,52.3 ,20.3 ,71.6 ,112.8 ,67.8 ,68.3 ,131.4 ,22.9 ,45.6 ,53.7 ,64.9 ,45.1 ,63.7 ,214.0 ,55.5 ,22.2 ,68.6 
1974,56.7,74,29.1,135.25,78.4 ,52.3 ,78.4 ,110.1 ,56.7 ,72.1 ,160.4 ,62.0 ,210.3 ,77.8 ,56.8 ,104.4 ,52.6 ,55.9 ,67.8 ,25.9 ,32.3 ,40.2 ,90.2 ,87.5 ,79.1 ,46.4 ,16.2 ,62.9 
1975,73.1,75,24.15,147.85,75.0 ,30.7 ,11.5 ,183.7 ,77.7 ,24.1 ,77.6 ,71.5 ,229.2 ,64.7 ,79.7 ,58.2 ,112.0 ,70.6 ,47.3 ,93.3 ,99.0 ,80.8 ,45.2 ,80.2 ,40.1 ,24.2 ,72.6 ,69.8 
1976,71.1,76,29.2,146.2,34.5 ,72.6 ,149.8 ,77.2 ,53.9 ,32.0 ,64.6 ,113.4 ,78.0 ,103.4 ,95.2 ,103.8 ,53.9 ,115.4 ,51.8 ,26.4 ,142.6 ,56.5 ,41.4 ,15.0 ,62.4 ,154.1 ,69.2 ,61.6 
1977,158.1,82,30.8,153.75,50.3 ,40.6 ,73.2 ,78.4 ,94.8 ,54.0 ,161.6 ,21.0 ,77.2 ,48.3 ,47.3 ,108.2 ,57.2 ,142.4 ,63.4 ,105.4 ,111.6 ,55.2 ,48.0 ,17.2 ,76.3 ,140.1 ,163.7 ,145.9 
1978,132.1,65,26.45,103.8,48.5 ,68.6 ,51.8 ,88.0 ,5.2 ,42.7 ,82.1 ,88.1 ,72.0 ,55.2 ,135.9 ,35.0 ,70.7 ,56.3 ,67.1 ,60.6 ,100.6 ,38.3 ,50.4 ,17.9 ,72.2 ,83.4 ,66.0 ,107.0 
1979,57.9,80,37,145.05,76.1 ,78.9 ,70.0 ,120.7 ,71.6 ,31.1 ,102.8 ,54.8 ,87.3 ,29.5 ,61.5 ,102.4 ,155.3 ,46.1 ,45.8 ,42.9 ,96.8 ,45.4 ,53.4 ,94.5 ,65.2 ,99.0 ,143.6 ,146.5 
1980,57.9,67,26.1,135.25,67.5 ,86.9 ,69.0 ,82.7 ,48.1 ,147.4 ,123.7 ,76.6 ,48.3 ,63.8 ,80.5 ,82.0 ,146.8 ,78.7 ,24.5 ,40.0 ,63.0 ,27.3 ,24.9 ,71.7 ,34.2 ,49.1 ,52.7 ,33.9 
1981,107.2,65,32.7,110.1,76.3 ,56.6 ,98.4 ,72.3 ,148.4 ,75.8 ,42.8 ,60.9 ,3.0 ,76.0 ,41.2 ,38.9 ,51.8 ,121.8 ,27.4 ,65.3 ,84.7 ,65.1 ,45.9 ,38.0 ,79.1 ,77.8 ,74.3 ,44.0 
1982,92.5,77,28.9,134.1,90.6 ,90.0 ,83.3 ,111.1 ,68.9 ,220.1 ,73.1 ,59.8 ,146.0 ,24.8 ,41.9 ,68.3 ,112.6 ,84.4 ,61.3 ,83.1 ,29.0 ,36.5 ,39.2 ,40.0 ,85.0 ,47.4 ,122.2 ,28.8 
1983,52.1,78,37.15,113.65,59.7 ,65.5 ,52.0 ,68.1 ,85.4 ,52.3 ,24.3 ,74.1 ,197.7 ,109.3 ,91.8 ,66.7 ,41.7 ,112.1 ,32.6 ,63.8 ,74.4 ,71.6 ,58.9 ,84.3 ,101.7 ,115.2 ,78.2 ,92.1 
1984,92.7,64,27,111.9,38.7 ,68.7 ,72.5 ,14.0 ,58.8 ,89.9 ,53.7 ,75.5 ,56.6 ,46.7 ,89.3 ,81.2 ,54.1 ,73.7 ,150.5 ,36.0 ,47.7 ,48.3 ,98.8 ,125.0 ,39.8 ,76.3 ,44.5 ,18.0 
1985,57.4,71,17.05,122.7,61.1 ,57.2 ,120.2 ,24.5 ,100.8 ,94.9 ,46.1 ,69.3 ,98.5 ,65.8 ,101.4 ,9.6 ,145.5 ,44.1 ,125.2 ,86.2 ,7.5 ,40.9 ,73.4 ,50.6 ,84.1 ,105.5 ,72.8 ,30.4 
1986,176.1,82,46.45,122.65,39.0 ,75.8 ,126.2 ,93.7 ,39.3 ,118.4 ,78.3 ,131.7 ,53.6 ,118.6 ,119.1 ,84.9 ,72.2 ,71.0 ,73.9 ,65.6 ,76.4 ,54.2 ,77.9 ,65.0 ,76.6 ,100.2 ,85.7 ,81.0 
1987,95.4,89,34.35,180.25,70.4 ,128.6 ,130.9 ,185.2 ,13.7 ,45.4 ,70.4 ,49.3 ,67.5 ,72.7 ,49.8 ,97.8 ,113.1 ,44.7 ,84.0 ,138.2 ,96.3 ,95.2 ,55.5 ,198.9 ,24.0 ,45.6 ,175.3 ,97.6 
1988,75.4,83,37.95,144.7,96.8 ,89.5 ,98.1 ,29.4 ,163.2 ,56.2 ,104.6 ,72.1 ,62.9 ,46.5 ,102.9 ,64.6 ,67.7 ,95.6 ,52.2 ,60.1 ,97.2 ,81.9 ,78.7 ,64.5 ,126.2 ,21.8 ,181.9 ,97.8 
1989,59.5,65,24.9,104,106.4 ,47.1 ,61.2 ,17.6 ,101.6 ,10.5 ,75.5 ,57.6 ,54.3 ,49.6 ,69.0 ,67.9 ,92.7 ,50.4 ,32.2 ,71.5 ,144.1 ,98.3 ,91.5 ,43.4 ,54.7 ,75.0 ,41.8 ,55.4 
1990,54.5,91,49.4,118.75,107.9 ,74.3 ,116.6 ,38.4 ,116.5 ,83.5 ,48.7 ,114.8 ,94.3 ,86.5 ,80.4 ,124.7 ,50.1 ,116.1 ,63.2 ,85.1 ,71.3 ,93.0 ,120.9 ,116.2 ,91.4 ,107.5 ,78.0 ,112.3 
1991,54.4,74,43.05,135.05,57.4 ,125.8 ,51.0 ,125.5 ,76.6 ,62.9 ,71.0 ,67.2 ,41.2 ,80.9 ,72.4 ,50.0 ,170.3 ,67.6 ,12.9 ,93.5 ,90.0 ,144.3 ,61.0 ,44.9 ,44.9 ,62.2 ,50.5 ,69.8 
1992,92.7,76,29.75,166.75,60.3 ,68.6 ,147.0 ,94.3 ,50.3 ,35.2 ,37.5 ,10.8 ,44.8 ,67.6 ,59.4 ,109.9 ,76.0 ,64.9 ,186.5 ,46.8 ,45.6 ,32.1 ,102.2 ,208.7 ,27.4 ,49.7 ,66.6 ,136.1 
1993,69.7,80,36.1,138.6,144.8 ,48.7 ,130.7 ,77.7 ,83.2 ,52.3 ,107.2 ,104.2 ,18.1 ,110.1 ,77.1 ,36.5 ,44.1 ,37.1 ,47.7 ,74.2 ,71.8 ,88.4 ,75.8 ,153.0 ,110.4 ,132.4 ,70.4 ,35.7 
1994,65.8,78,40.8,117.3,49.8 ,37.5 ,44.8 ,52.1 ,66.7 ,44.1 ,84.5 ,14.3 ,108.6 ,134.0 ,55.1 ,89.3 ,89.1 ,88.6 ,116.3 ,88.0 ,56.7 ,84.0 ,49.8 ,91.5 ,107.1 ,118.3 ,104.1 ,104.3 
1995,39.6,68,17.55,135.1,61.5 ,81.1 ,43.0 ,66.2 ,81.6 ,92.0 ,144.3 ,44.6 ,48.3 ,99.3 ,69.0 ,133.1 ,47.2 ,14.3 ,79.4 ,87.4 ,67.5 ,27.4 ,47.5 ,13.6 ,137.1 ,41.7 ,20.8 ,87.5 
1996,160.7,75,36.05,120.7,91.5 ,115.1 ,26.0 ,44.2 ,126.3 ,56.5 ,59.3 ,98.5 ,88.3 ,51.9 ,97.1 ,58.5 ,74.8 ,67.6 ,90.7 ,31.1 ,88.7 ,60.9 ,53.8 ,100.3 ,143.3 ,41.0 ,68.6 ,83.2 
1997,77.7,76,26.85,126,88.2 ,114.2 ,19.4 ,174.2 ,71.7 ,117.9 ,50.9 ,72.5 ,31.6 ,86.8 ,44.7 ,60.8 ,102.9 ,101.9 ,59.7 ,79.0 ,39.2 ,56.0 ,22.1 ,70.9 ,73.9 ,116.3 ,46.6 ,134.1 
1998,41.9,74,31.85,152,51.0 ,87.8 ,74.1 ,43.0 ,32.7 ,158.3 ,127.6 ,51.0 ,67.8 ,146.5 ,54.6 ,126.4 ,22.4 ,52.1 ,42.1 ,31.0 ,77.5 ,157.5 ,44.3 ,41.5 ,59.3 ,83.2 ,80.2 ,64.3 
1999,105.2,77,35.1,121.55,71.5 ,93.6 ,50.9 ,56.0 ,54.5 ,98.5 ,105.7 ,74.3 ,171.2 ,105.6 ,57.3 ,129.8 ,23.5 ,38.0 ,34.7 ,113.3 ,62.2 ,35.5 ,69.6 ,103.2 ,48.8 ,65.4 ,109.7 ,74.4 
2000,76.3,76,39,119.05,44.8 ,49.5 ,39.7 ,93.8 ,75.9 ,76.7 ,37.1 ,121.6 ,49.0 ,86.8 ,88.5 ,91.5 ,116.5 ,67.4 ,94.2 ,49.7 ,38.3 ,74.7 ,77.6 ,137.9 ,46.8 ,97.6 ,108.4 ,78.5 
2001,67,84,36.45,133.75,50.0 ,57.6 ,139.1 ,46.1 ,70.3 ,124.2 ,56.2 ,69.5 ,141.1 ,80.6 ,99.2 ,34.5 ,119.3 ,38.3 ,128.4 ,106.9 ,121.4 ,34.6 ,93.5 ,97.5 ,41.2 ,80.3 ,110.9 ,80.0 
2002,62.9,72,36.85,136.65,61.0 ,56.3 ,76.6 ,102.0 ,49.2 ,121.7 ,78.9 ,103.8 ,170.0 ,38.6 ,78.2 ,68.6 ,59.7 ,151.6 ,48.2 ,78.4 ,39.6 ,62.1 ,74.8 ,58.2 ,35.1 ,23.0 ,51.0 ,61.2 
2003,89.9,76,35.1,140.4,77.3 ,64.1 ,36.5 ,51.1 ,81.9 ,184.8 ,33.7 ,15.9 ,79.4 ,112.1 ,90.8 ,156.0 ,42.8 ,91.0 ,43.0 ,57.8 ,66.4 ,96.8 ,64.5 ,124.8 ,73.7 ,60.7 ,97.5 ,42.9 
2004,48,71,34.7,119.05,122.4 ,109.3 ,94.2 ,48.7 ,61.4 ,23.5 ,64.6 ,123.2 ,67.6 ,81.7 ,42.4 ,65.5 ,54.6 ,64.5 ,99.2 ,38.6 ,59.5 ,58.4 ,110.8 ,40.0 ,115.7 ,87.7 ,57.5 ,30.8 
2005,95.3,66,23.2,125.35,23.0 ,72.4 ,24.5 ,39.0 ,174.5 ,61.4 ,79.0 ,132.9 ,79.1 ,73.4 ,116.9 ,23.4 ,56.1 ,24.7 ,46.8 ,60.7 ,84.9 ,29.8 ,117.8 ,69.5 ,22.7 ,51.9 ,98.3 ,34.6 
2006,115.6,81,41.15,131.1,101.4 ,94.0 ,74.9 ,139.1 ,123.1 ,71.1 ,44.1 ,71.7 ,51.3 ,61.4 ,38.2 ,26.2 ,97.6 ,81.2 ,60.7 ,84.7 ,110.9 ,69.0 ,103.4 ,61.6 ,73.0 ,182.1 ,55.8 ,72.4 
2007,43.1,69,29.75,146.5,48.1 ,22.6 ,31.6 ,111.9 ,55.0 ,116.2 ,30.7 ,59.2 ,50.1 ,38.3 ,98.5 ,37.4 ,32.8 ,52.4 ,145.7 ,28.8 ,46.2 ,82.0 ,192.1 ,77.8 ,36.9 ,147.3 ,83.9 ,40.7 
2008,82.5,78,24.1,139.2,79.9 ,83.9 ,55.3 ,28.5 ,51.5 ,113.3 ,64.3 ,67.4 ,64.9 ,23.9 ,74.4 ,93.4 ,32.4 ,261.4 ,132.5 ,88.2 ,24.3 ,87.3 ,54.9 ,145.9 ,79.7 ,94.9 ,63.0 ,20.2 
2009,40.1,78,42.85,133.25,129.8 ,48.6 ,105.7 ,51.7 ,58.6 ,62.6 ,53.8 ,110.9 ,42.0 ,77.7 ,43.7 ,78.0 ,90.8 ,114.0 ,69.0 ,136.7 ,87.6 ,153.0 ,56.3 ,65.7 ,74.5 ,12.0 ,94.9 ,75.9 
2010,75.8,76,21.75,126.05,24.2 ,79.5 ,107.0 ,108.3 ,80.0 ,81.1 ,78.9 ,72.1 ,90.2 ,140.4 ,85.0 ,16.1 ,78.6 ,144.4 ,19.3 ,39.8 ,54.1 ,108.6 ,107.8 ,111.7 ,31.2 ,43.4 ,98.7 ,25.8 
2011,91.3,65,23.55,121.45,66.3 ,128.7 ,76.2 ,56.1 ,104.3 ,51.1 ,99.4 ,75.8 ,13.2 ,77.8 ,72.6 ,59.1 ,38.8 ,136.5 ,11.2 ,65.3 ,47.2 ,49.1 ,65.0 ,114.2 ,49.6 ,33.9 ,47.8 ,42.2 
2012,110.3,83,37.85,131.6,91.1 ,69.8 ,35.2 ,120.0 ,133.7 ,59.9 ,73.5 ,75.2 ,122.8 ,76.7 ,84.6 ,64.8 ,71.9 ,40.5 ,71.7 ,41.3 ,55.9 ,112.8 ,55.2 ,26.3 ,140.8 ,129.5 ,125.3 ,119.6 
2013,69.6,78,43.45,127.55,82.5 ,99.9 ,61.3 ,101.8 ,71.0 ,46.5 ,109.0 ,58.3 ,99.5 ,85.5 ,42.9 ,74.7 ,180.7 ,114.4 ,39.1 ,89.1 ,49.7 ,59.7 ,51.4 ,63.0 ,76.5 ,140.7 ,44.0 ,46.1 
2014,,82,35.8,146.95,32.1 ,62.7 ,112.0 ,83.5 ,104.0 ,73.1 ,60.6 ,56.1 ,131.6 ,84.1 ,94.8 ,122.8 ,67.6 ,162.3 ,104.6 ,40.2 ,39.5 ,85.8 ,170.1 ,53.1 ,93.9 ,17.0 ,64.9 ,61.6 
2015,,77,36.5,121.5,123.1 ,81.3 ,61.9 ,77.7 ,77.3 ,60.1 ,70.3 ,52.8 ,119.9 ,111.7 ,208.2 ,86.9 ,63.2 ,56.6 ,89.2 ,77.7 ,93.3 ,37.8 ,23.8 ,35.2 ,61.3 ,63.6 ,56.7 ,60.9 
2016,,80,28.1,135.05,79.2 ,147.6 ,122.5 ,72.0 ,53.6 ,98.1 ,30.4 ,40.0 ,23.4 ,69.6 ,81.1 ,71.5 ,119.4 ,57.7 ,95.9 ,53.3 ,95.1 ,93.8 ,99.9 ,68.9 ,74.6 ,25.8 ,201.9 ,51.0 
2017,,75,41.9,127.1,50.0 ,96.1 ,55.9 ,76.0 ,198.2 ,86.7 ,105.4 ,41.7 ,117.3 ,33.1 ,53.9 ,86.6 ,42.1 ,54.4 ,136.9 ,68.2 ,83.9 ,57.6 ,42.5 ,72.6 ,45.1 ,54.8 ,91.2 ,67.4 
2018,,79,34.5,135.2,66.9 ,92.2 ,105.2 ,85.3 ,54.5 ,17.1 ,61.4 ,101.5 ,33.1 ,101.0 ,47.4 ,35.9 ,65.7 ,54.0 ,67.3 ,90.4 ,142.8 ,44.3 ,127.6 ,64.6 ,117.1 ,88.4 ,152.4 ,85.6 
2019,,65,20.4,110.9,61.1 ,41.6 ,83.8 ,46.1 ,49.2 ,115.9 ,55.3 ,36.6 ,98.8 ,50.6 ,73.9 ,24.3 ,77.6 ,105.9 ,43.2 ,63.2 ,89.4 ,16.5 ,87.2 ,52.5 ,88.3 ,64.0 ,13.7 ,127.5 
2020,,78,29.9,139.3,83.3 ,67.4 ,41.3 ,153.3 ,76.6 ,78.7 ,60.2 ,43.7 ,12.6 ,107.6 ,79.3 ,84.4 ,48.2 ,89.4 ,89.2 ,43.0 ,48.2 ,18.5 ,73.3 ,82.7 ,187.2 ,85.9 ,101.3 ,125.3 
2021,,67,34.7,109.05,76.6 ,84.4 ,52.8 ,43.8 ,73.7 ,109.0 ,91.9 ,55.1 ,59.5 ,128.7 ,84.8 ,71.2 ,60.9 ,28.9 ,55.4 ,60.1 ,49.0 ,109.1 ,81.2 ,40.5 ,46.3 ,26.7 ,49.5 ,86.4 
2022,,66,25.15,112.95,125.2 ,26.6 ,70.5 ,56.5 ,63.5 ,43.6 ,70.3 ,53.9 ,61.6 ,142.7 ,60.1 ,13.6 ,37.9 ,74.7 ,44.2 ,54.8 ,97.4 ,23.7 ,100.7 ,80.3 ,63.8 ,92.2 ,87.3 ,45.9 
2023,,69,28.55,119.25,109.3 ,37.4 ,87.1 ,68.2 ,90.8 ,47.9 ,43.9 ,21.3 ,35.8 ,129.2 ,81.7 ,76.7 ,107.0 ,58.0 ,52.3 ,94.3 ,3.1 ,131.3 ,42.2 ,52.0 ,51.7 ,89.2 ,98.1 ,64.3 
2024,,78,20.7,127.15,14.4 ,105.4 ,140.5 ,103.8 ,89.2 ,60.6 ,48.8 ,59.1 ,85.4 ,70.5 ,81.4 ,87.3 ,167.7 ,92.2 ,94.3 ,89.8 ,51.0 ,27.0 ,60.4 ,62.0 ,67.1 ,11.6 ,113.8 ,99.2 
2025,,77,20.2,124.1,106.5 ,25.1 ,40.4 ,38.9 ,84.3 ,47.6 ,102.7 ,15.3 ,7.8 ,120.2 ,52.0 ,115.1 ,86.7 ,64.2 ,89.5 ,79.8 ,99.3 ,64.8 ,124.9 ,46.9 ,123.3 ,96.6 ,99.2 ,134.9 
2026,,67,23.5,140.2,53.8 ,105.8 ,76.6 ,40.6 ,55.0 ,14.1 ,108.8 ,40.0 ,90.4 ,152.5 ,140.2 ,54.7 ,140.2 ,64.1 ,18.8 ,43.9 ,28.2 ,32.2 ,37.1 ,50.7 ,84.1 ,60.4 ,48.2 ,81.3 
2027,,81,33.05,153.1,49.3 ,91.7 ,16.5 ,44.1 ,36.4 ,148.6 ,31.1 ,35.0 ,47.4 ,66.4 ,111.3 ,65.6 ,164.6 ,148.8 ,68.4 ,80.1 ,57.1 ,157.4 ,67.0 ,102.6 ,71.1 ,87.7 ,118.7 ,78.4 
2028,,70,32.65,116.7,112.8 ,55.3 ,57.1 ,47.2 ,90.4 ,120.6 ,61.1 ,35.8 ,98.0 ,49.6 ,72.8 ,67.6 ,56.8 ,29.5 ,140.9 ,28.9 ,77.3 ,45.1 ,77.2 ,59.7 ,86.6 ,51.8 ,70.7 ,87.1 
2029,,72,15.55,160.1,70.0 ,61.4 ,14.7 ,43.3 ,82.8 ,88.1 ,72.3 ,52.5 ,49.4 ,28.8 ,68.7 ,30.8 ,14.4 ,38.8 ,77.6 ,62.8 ,157.0 ,16.4 ,207.2 ,76.7 ,103.0 ,163.2 ,92.3 ,59.1 
2030,,78,19.05,143.85,91.5 ,53.3 ,88.5 ,136.4 ,88.5 ,88.9 ,79.3 ,35.3 ,80.8 ,72.1 ,98.6 ,92.3 ,59.3 ,187.8 ,56.9 ,100.9 ,75.7 ,33.3 ,151.3 ,50.8 ,90.9 ,0.4 ,4.8 ,65.2 
2031,,78,50.3,129.05,59.0 ,50.6 ,81.4 ,128.1 ,114.5 ,57.9 ,49.3 ,60.6 ,130.0 ,91.3 ,63.2 ,57.3 ,110.2 ,93.5 ,50.2 ,83.6 ,51.5 ,134.0 ,115.8 ,50.8 ,89.7 ,52.1 ,57.0 ,50.4 
2032,,72,30.45,112.9,51.5 ,83.1 ,6.7 ,89.9 ,90.5 ,81.6 ,36.6 ,62.5 ,24.3 ,96.6 ,113.3 ,95.7 ,53.2 ,101.0 ,37.8 ,145.9 ,92.4 ,112.5 ,38.6 ,76.5 ,89.0 ,54.3 ,56.4 ,55.2 
2033,,72,14.15,125.4,91.8 ,108.1 ,12.6 ,35.1 ,50.3 ,81.7 ,113.1 ,68.3 ,42.6 ,111.4 ,137.7 ,83.7 ,194.0 ,101.8 ,80.5 ,33.7 ,54.4 ,30.4 ,63.4 ,46.5 ,73.4 ,15.7 ,107.1 ,10.6 
