"REF_DATE","GEO","DGUID","Class of electricity producer","Type of electricity generation","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2008-01","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","14870199","","","","0"
"2008-02","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","13850896","","","","0"
"2008-03","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","13723104","","","","0"
"2008-04","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12678291","","","","0"
"2008-05","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12481142","","","","0"
"2008-06","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","13192192","","","","0"
"2008-07","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","14390793","","","","0"
"2008-08","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","13792514","","","","0"
"2008-09","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12301574","","","","0"
"2008-10","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12337737","","","","0"
"2008-11","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12179895","","","","0"
"2008-12","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","13722325","","","","0"
"2009-01","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","14545047","","","","0"
"2009-02","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12249895","","","","0"
"2009-03","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","13035258","","","","0"
"2009-04","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","10927584","","","","0"
"2009-05","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","10791532","","","","0"
"2009-06","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","11585680","","","","0"
"2009-07","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","11896537","","","","0"
"2009-08","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12370088","","","","0"
"2009-09","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","10788546","","","","0"
"2009-10","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","10909386","","","","0"
"2009-11","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","11181286","","","","0"
"2009-12","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","13637486","","","","0"
"2010-01","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","13731878","","","","0"
"2010-02","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12072844","","","","0"
"2010-03","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12075216","","","","0"
"2010-04","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","10300763","","","","0"
"2010-05","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","10397213","","","","0"
"2010-06","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","11345202","","","","0"
"2010-07","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12392196","","","","0"
"2010-08","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12028914","","","","0"
"2010-09","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","11059735","","","","0"
"2010-10","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","11243073","","","","0"
"2010-11","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","11257174","","","","0"
"2010-12","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","13342863","","","","0"
"2011-01","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","13491946","","","","0"
"2011-02","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","11306554","","","","0"
"2011-03","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12021618","","","","0"
"2011-04","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","11138199","","","","0"
"2011-05","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","11643671","","","","0"
"2011-06","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","11282364","","","","0"
"2011-07","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12719648","","","","0"
"2011-08","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12056468","","","","0"
"2011-09","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","10814757","","","","0"
"2011-10","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","10851400","","","","0"
"2011-11","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","10601293","","","","0"
"2011-12","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","11868363","","","","0"
"2012-01","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12184798","","","","0"
"2012-02","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","11191009","","","","0"
"2012-03","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","11849582","","","","0"
"2012-04","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","10987177","","","","0"
"2012-05","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","11591640","","","","0"
"2012-06","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","11751264","","","","0"
"2012-07","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12496489","","","","0"
"2012-08","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","11803400","","","","0"
"2012-09","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","10478331","","","","0"
"2012-10","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","11611753","","","","0"
"2012-11","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12350431","","","","0"
"2012-12","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12881577","","","","0"
"2013-01","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","13487609","","","","0"
"2013-02","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","11618200","","","","0"
"2013-03","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12250783","","","","0"
"2013-04","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","11826684","","","","0"
"2013-05","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12102462","","","","0"
"2013-06","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12172373","","","","0"
"2013-07","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","13118089","","","","0"
"2013-08","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12941911","","","","0"
"2013-09","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","11778903","","","","0"
"2013-10","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12221484","","","","0"
"2013-11","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12655891","","","","0"
"2013-12","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","13338404","","","","0"
"2014-01","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","13206706","","","","0"
"2014-02","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","11502235","","","","0"
"2014-03","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12312545","","","","0"
"2014-04","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","11265569","","","","0"
"2014-05","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12023172","","","","0"
"2014-06","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12146589","","","","0"
"2014-07","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12418915","","","","0"
"2014-08","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12514403","","","","0"
"2014-09","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12441607","","","","0"
"2014-10","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12174062","","","","0"
"2014-11","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12761836","","","","0"
"2014-12","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","13383973","","","","0"
"2015-01","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","13602164","","r","","0"
"2015-02","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12153121","","r","","0"
"2015-03","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","13222284","","r","","0"
"2015-04","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","11645090","","r","","0"
"2015-05","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","11870180","","r","","0"
"2015-06","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","11908548","","r","","0"
"2015-07","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12536353","","r","","0"
"2015-08","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","11770646","","r","","0"
"2015-09","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","10308391","","r","","0"
"2015-10","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","9717057","","r","","0"
"2015-11","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","11975998","","r","","0"
"2015-12","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12389373","","","","0"
"2016-01","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","14714456","","","","0"
"2016-02","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","13612168","","","","0"
"2016-03","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","13246479","","","","0"
"2016-04","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12151889","","","","0"
"2016-05","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","11885998","","","","0"
"2016-06","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12568410","","","","0"
"2016-07","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","13693121","","","","0"
"2016-08","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","13972899","","","","0"
"2016-09","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12538465","","","","0"
"2016-10","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12579381","","","","0"
"2016-11","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12575806","","","","0"
"2016-12","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","13673046","","","","0"
"2017-01","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","13741588","","","","0"
"2017-02","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12046519","","","","0"
"2017-03","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","13195851","","","","0"
"2017-04","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12099752","","","","0"
"2017-05","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12305290","","","","0"
"2017-06","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12681867","","","","0"
"2017-07","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","13133006","","","","0"
"2017-08","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12799308","","","","0"
"2017-09","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","11905570","","","","0"
"2017-10","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12044349","","","","0"
"2017-11","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12653710","","","","0"
"2017-12","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","14138740","","","","0"
"2018-01","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","14612989","","","","0"
"2018-02","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12188411","","","","0"
"2018-03","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12860259","","","","0"
"2018-04","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","11715642","","","","0"
"2018-05","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12189386","","","","0"
"2018-06","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12338008","","","","0"
"2018-07","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","13697316","","","","0"
"2018-08","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","13571423","","","","0"
"2018-09","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12294172","","","","0"
"2018-10","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12624440","","","","0"
"2018-11","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12973386","","","","0"
"2018-12","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","13561183","","","","0"
"2019-01","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","14465206","","","","0"
"2019-02","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12636860","","","","0"
"2019-03","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","13160251","","","","0"
"2019-04","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","11960370","","","","0"
"2019-05","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12456209","","","","0"
"2019-06","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12804423","","","","0"
"2019-07","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","14524034","","","","0"
"2019-08","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","13356646","","","","0"
"2019-09","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","11933664","","","","0"
"2019-10","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12252716","","","","0"
"2019-11","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12802078","","","","0"
"2019-12","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","13921464","","","","0"
"2020-01","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","14505735","","","","0"
"2020-02","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12994752","","","","0"
"2020-03","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","13311185","","","","0"
"2020-04","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12054674","","","","0"
"2020-05","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12344203","","","","0"
"2020-06","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12996276","","","","0"
"2020-07","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","15189339","","","","0"
"2020-08","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","13296636","","","","0"
"2020-09","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","11448876","","","","0"
"2020-10","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","11943619","","","","0"
"2020-11","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12085624","","","","0"
"2020-12","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","13137329","","","","0"
"2021-01","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","13306022","","","","0"
"2021-02","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12291788","","","","0"
"2021-03","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12111807","","","","0"
"2021-04","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","11339137","","","","0"
"2021-05","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","11768744","","","","0"
"2021-06","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12620338","","","","0"
"2021-07","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12928826","","","","0"
"2021-08","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","13794728","","","","0"
"2021-09","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","11610292","","","","0"
"2021-10","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","11818657","","","","0"
"2021-11","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12159787","","","","0"
"2021-12","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","13398954","","","","0"
"2022-01","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","15064546","","","","0"
"2022-02","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12870018","","","","0"
"2022-03","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12841072","","","","0"
"2022-04","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","11962539","","","","0"
"2022-05","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12187819","","","","0"
"2022-06","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12553692","","","","0"
"2022-07","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","13598644","","","","0"
"2022-08","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","13697276","","","","0"
"2022-09","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","11743151","","","","0"
"2022-10","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","11130312","","","","0"
"2022-11","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12020051","","","","0"
"2022-12","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","13763978","","","","0"
"2023-01","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","13927959","","","","0"
"2023-02","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12585604","","","","0"
"2023-03","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12504587","","","","0"
"2023-04","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12066261","","","","0"
"2023-05","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12659909","","","","0"
