"REF_DATE","GEO","DGUID","Class of electricity producer","Type of electricity generation","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2010-08","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","3750","","","","0"
"2010-09","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","3750","","","","0"
"2010-10","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","3924","","","","0"
"2010-11","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","3246","","","","0"
"2010-12","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","2958","","","","0"
"2011-01","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","2905","","","","0"
"2011-02","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","2626","","","","0"
"2011-03","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","3535","","","","0"
"2011-04","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","3396","","","","0"
"2011-05","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","3526","","","","0"
"2011-06","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","3162","","","","0"
"2011-07","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","3431","","","","0"
"2011-08","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","3619","","","","0"
"2011-09","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","4708","","","","0"
"2011-10","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","5744","","","","0"
"2011-11","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","5730","","","","0"
"2011-12","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","5546","","","","0"
"2012-01","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","5721","","","","0"
"2012-02","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","5501","","","","0"
"2012-03","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","5314","","","","0"
"2012-04","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","5444","","","","0"
"2012-05","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","5175","","","","0"
"2012-06","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","4575","","","","0"
"2012-07","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","4754","","","","0"
"2012-08","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","5082","","","","0"
"2012-09","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","5422","","","","0"
"2012-10","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","5628","","","","0"
"2012-11","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","5447","","","","0"
"2012-12","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","5546","","","","0"
"2013-01","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","5494","","","","0"
"2013-02","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","5003","","","","0"
"2013-03","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","5133","","","","0"
"2013-04","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","4963","","","","0"
"2013-05","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","5004","","","","0"
"2013-06","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","7323","","","","0"
"2013-07","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","7127","","","","0"
"2013-08","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","8233","","","","0"
"2013-09","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","10330","","","","0"
"2013-10","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","8274","","","","0"
"2013-11","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","7230","","","","0"
"2013-12","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","7299","","","","0"
"2014-01","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","4761","","","","0"
"2014-02","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","4110","","","","0"
"2014-03","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","4738","","","","0"
"2014-04","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","4135","","","","0"
"2014-05","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","4043","","","","0"
"2014-06","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","3679","","","","0"
"2014-07","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","2628","","","","0"
"2014-08","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","3412","","","","0"
"2014-09","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","4176","","","","0"
"2014-10","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","3238","","","","0"
"2014-11","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","3195","","","","0"
"2014-12","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","3093","","","","0"
"2015-01","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","7269","","r","","0"
"2015-02","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","6258","","r","","0"
"2015-03","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","5086","","r","","0"
"2015-04","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","5099","","r","","0"
"2015-05","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","5248","","r","","0"
"2015-06","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","5423","","r","","0"
"2015-07","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","5504","","r","","0"
"2015-08","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","5510","","r","","0"
"2015-09","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","5438","","r","","0"
"2015-10","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","5255","","r","","0"
"2015-11","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","5202","","","","0"
"2015-12","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","5090","","","","0"
"2016-01","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2016-02","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2016-03","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2016-04","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2016-05","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2016-06","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2016-07","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2016-08","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2016-09","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2016-10","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2016-11","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2016-12","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2017-01","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2017-02","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2017-03","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2017-04","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2017-05","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2017-06","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2017-07","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2017-08","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2017-09","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2017-10","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2017-11","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2017-12","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2018-01","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2018-02","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2018-03","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2018-04","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2018-05","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2018-06","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2018-07","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2018-08","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2018-09","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2018-10","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2018-11","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2018-12","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2019-01","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2019-02","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2019-03","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2019-04","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2019-05","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2019-06","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2019-07","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2019-08","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2019-09","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2019-10","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2019-11","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2019-12","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2020-01","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2020-02","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2020-03","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2020-04","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2020-05","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2020-06","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2020-07","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2020-08","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2020-09","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2020-10","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2020-11","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2020-12","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2021-01","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2021-02","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2021-03","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2021-04","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2021-05","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2021-06","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2021-07","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2021-08","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2021-09","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2021-10","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2021-11","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2021-12","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2022-01","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2022-02","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2022-03","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2022-04","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2022-05","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2022-06","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2022-07","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2022-08","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2022-09","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2022-10","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2022-11","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2022-12","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2023-01","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2023-02","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2023-03","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2023-04","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2023-05","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2023-06","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2023-07","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2023-08","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2023-09","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2023-10","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2023-11","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2023-12","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2024-01","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2024-02","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2024-03","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2024-04","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2024-05","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2024-06","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2024-07","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2024-08","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2024-09","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2024-10","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2024-11","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2024-12","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2025-01","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2025-02","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2025-03","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2025-04","Ontario","2016A000235","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units","0","v44174773","7.1.5","","..","","","0"
"2008-01","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","766836","","","","0"
"2008-02","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","739196","","","","0"
"2008-03","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","756709","","","","0"
"2008-04","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","608292","","","","0"
"2008-05","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","563685","","","","0"
"2008-06","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","547507","","","","0"
"2008-07","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","542972","","","","0"
"2008-08","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","533681","","","","0"
"2008-09","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","567289","","","","0"
"2008-10","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","673013","","","","0"
"2008-11","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","713063","","","","0"
"2008-12","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","729782","","","","0"
"2009-01","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","796425","","","","0"
"2009-02","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","682497","","","","0"
"2009-03","Ontario","2016A000235","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units","0","v44174774","7.1.6","723695","","","","0"
